Cycle,Sr88,Iso,Time,Microns,Fish_id,Watershed,Year,Iso_MA,Sr88_MA,Sr88_MA_Gradient,natal_microns_start,natal_microns_end,marine_start,natal_origin_iso,Core
21,0.271886029592206,0.711926138777726,11.004,22.008,2015_nk_008,Nush,2015,NA,NA,NA,194.457572402641,437.361155831015,1197.864,0.708492722894682,NA
22,0.572370419382613,0.707137141688638,11.528,23.056,2015_nk_008,Nush,2015,NA,NA,NA,194.457572402641,437.361155831015,1197.864,0.708492722894682,NA
23,0.694204982616739,0.708303732121652,12.052,24.104,2015_nk_008,Nush,2015,NA,NA,NA,194.457572402641,437.361155831015,1197.864,0.708492722894682,NA
24,0.73899001190457,0.705564065558805,12.576,25.152,2015_nk_008,Nush,2015,NA,NA,NA,194.457572402641,437.361155831015,1197.864,0.708492722894682,NA
25,0.753497935759467,0.709560067093835,13.1,26.2,2015_nk_008,Nush,2015,NA,NA,NA,194.457572402641,437.361155831015,1197.864,0.708492722894682,NA
26,0.764672759049453,0.70563175121753,13.624,27.248,2015_nk_008,Nush,2015,NA,NA,NA,194.457572402641,437.361155831015,1197.864,0.708492722894682,NA
27,0.760493145766177,0.708000923981107,14.148,28.296,2015_nk_008,Nush,2015,NA,NA,NA,194.457572402641,437.361155831015,1197.864,0.708492722894682,NA
28,0.748121930606777,0.710332661589188,14.672,29.344,2015_nk_008,Nush,2015,NA,NA,NA,194.457572402641,437.361155831015,1197.864,0.708492722894682,NA
29,0.747054979776503,0.708210700257243,15.196,30.392,2015_nk_008,Nush,2015,NA,NA,NA,194.457572402641,437.361155831015,1197.864,0.708492722894682,NA
30,0.751292875925362,0.708295663031301,15.72,31.44,2015_nk_008,Nush,2015,NA,NA,NA,194.457572402641,437.361155831015,1197.864,0.708492722894682,NA
31,0.742179497261872,0.709408954086577,16.244,32.488,2015_nk_008,Nush,2015,NA,NA,NA,194.457572402641,437.361155831015,1197.864,0.708492722894682,NA
32,0.726157595984312,0.707239840472905,16.768,33.536,2015_nk_008,Nush,2015,NA,NA,NA,194.457572402641,437.361155831015,1197.864,0.708492722894682,NA
33,0.723443208888968,0.709040303548756,17.292,34.584,2015_nk_008,Nush,2015,NA,NA,NA,194.457572402641,437.361155831015,1197.864,0.708492722894682,NA
34,0.725182003559372,0.708235465026125,17.816,35.632,2015_nk_008,Nush,2015,NA,NA,NA,194.457572402641,437.361155831015,1197.864,0.708492722894682,NA
35,0.728485325511258,0.708559704985415,18.34,36.68,2015_nk_008,Nush,2015,NA,NA,NA,194.457572402641,437.361155831015,1197.864,0.708492722894682,NA
36,0.720608490953774,0.707447565426688,18.864,37.728,2015_nk_008,Nush,2015,NA,NA,NA,194.457572402641,437.361155831015,1197.864,0.708492722894682,NA
37,0.724818802852995,0.709199256688776,19.388,38.776,2015_nk_008,Nush,2015,NA,NA,NA,194.457572402641,437.361155831015,1197.864,0.708492722894682,NA
38,0.708383174928533,0.707975896724574,19.912,39.824,2015_nk_008,Nush,2015,NA,NA,NA,194.457572402641,437.361155831015,1197.864,0.708492722894682,NA
39,0.696648819577732,0.708285749638782,20.436,40.872,2015_nk_008,Nush,2015,NA,NA,NA,194.457572402641,437.361155831015,1197.864,0.708492722894682,NA
40,0.699619513398052,0.709597197498131,20.96,41.92,2015_nk_008,Nush,2015,NA,NA,NA,194.457572402641,437.361155831015,1197.864,0.708492722894682,NA
41,0.683509714982696,0.707428655827113,21.484,42.968,2015_nk_008,Nush,2015,NA,NA,NA,194.457572402641,437.361155831015,1197.864,0.708492722894682,NA
42,0.680310313566316,0.70743404687989,22.008,44.016,2015_nk_008,Nush,2015,NA,NA,NA,194.457572402641,437.361155831015,1197.864,0.708492722894682,NA
43,0.674620761024728,0.709039124955642,22.532,45.064,2015_nk_008,Nush,2015,NA,NA,NA,194.457572402641,437.361155831015,1197.864,0.708492722894682,NA
