Cycle,time,Iso,Sr88,Time,Microns,Fish_id,Watershed,Year,Iso_MA,Sr88_MA,Sr88_MA_Gradient,natal_microns_start,natal_microns_end,marine_start,natal_origin_iso,Core
1,0.524,0.706369,0.904343,0.524,1.048,2011_nk_24,Nush,2011,NA,NA,NA,899.086535516769,1021.82570879033,1434.712,0.705590822033898,588.5815062890629
2,1.048,0.705615,0.901628,1.048,2.096,2011_nk_24,Nush,2011,NA,NA,NA,899.086535516769,1021.82570879033,1434.712,0.705590822033898,588.5815062890629
3,1.572,0.705834,0.913407,1.572,3.144,2011_nk_24,Nush,2011,NA,NA,NA,899.086535516769,1021.82570879033,1434.712,0.705590822033898,588.5815062890629
4,2.096,0.705763,0.914899,2.096,4.192,2011_nk_24,Nush,2011,NA,NA,NA,899.086535516769,1021.82570879033,1434.712,0.705590822033898,588.5815062890629
5,2.62,0.705009,0.917657,2.62,5.24,2011_nk_24,Nush,2011,NA,NA,NA,899.086535516769,1021.82570879033,1434.712,0.705590822033898,588.5815062890629
6,3.144,0.706552,0.917446,3.144,6.288,2011_nk_24,Nush,2011,NA,NA,NA,899.086535516769,1021.82570879033,1434.712,0.705590822033898,588.5815062890629
7,3.668,0.704919,0.914951,3.668,7.336,2011_nk_24,Nush,2011,NA,NA,NA,899.086535516769,1021.82570879033,1434.712,0.705590822033898,588.5815062890629
8,4.192,0.706362,0.902932,4.192,8.384,2011_nk_24,Nush,2011,NA,NA,NA,899.086535516769,1021.82570879033,1434.712,0.705590822033898,588.5815062890629
9,4.716,0.705412,0.910469,4.716,9.432,2011_nk_24,Nush,2011,NA,NA,NA,899.086535516769,1021.82570879033,1434.712,0.705590822033898,588.5815062890629
10,5.24,0.706435,0.912419,5.24,10.48,2011_nk_24,Nush,2011,NA,NA,NA,899.086535516769,1021.82570879033,1434.712,0.705590822033898,588.5815062890629
11,5.764,0.705814,0.908297,5.764,11.528,2011_nk_24,Nush,2011,NA,NA,NA,899.086535516769,1021.82570879033,1434.712,0.705590822033898,588.5815062890629
12,6.288,0.7057,0.900441,6.288,12.576,2011_nk_24,Nush,2011,NA,NA,NA,899.086535516769,1021.82570879033,1434.712,0.705590822033898,588.5815062890629
13,6.812,0.7055,0.896475,6.812,13.624,2011_nk_24,Nush,2011,NA,NA,NA,899.086535516769,1021.82570879033,1434.712,0.705590822033898,588.5815062890629
14,7.336,0.705673,0.896964,7.336,14.672,2011_nk_24,Nush,2011,NA,NA,NA,899.086535516769,1021.82570879033,1434.712,0.705590822033898,588.5815062890629
15,7.86,0.704932,0.892004,7.86,15.72,2011_nk_24,Nush,2011,NA,NA,NA,899.086535516769,1021.82570879033,1434.712,0.705590822033898,588.5815062890629
16,8.384,0.705157,0.894099,8.384,16.768,2011_nk_24,Nush,2011,NA,NA,NA,899.086535516769,1021.82570879033,1434.712,0.705590822033898,588.5815062890629
17,8.908,0.706101,0.895102,8.908,17.816,2011_nk_24,Nush,2011,NA,NA,NA,899.086535516769,1021.82570879033,1434.712,0.705590822033898,588.5815062890629
18,9.432,0.706757,0.894709,9.432,18.864,2011_nk_24,Nush,2011,NA,NA,NA,899.086535516769,1021.82570879033,1434.712,0.705590822033898,588.5815062890629
19,9.956,0.706314,0.900531,9.956,19.912,2011_nk_24,Nush,2011,NA,NA,NA,899.086535516769,1021.82570879033,1434.712,0.705590822033898,588.5815062890629
20,10.48,0.706748,0.899148,10.48,20.96,2011_nk_24,Nush,2011,NA,NA,NA,899.086535516769,1021.82570879033,1434.712,0.705590822033898,588.5815062890629
21,11.004,0.706465,0.877156,11.004,22.008,2011_nk_24,Nush,2011,NA,NA,NA,899.086535516769,1021.82570879033,1434.712,0.705590822033898,588.5815062890629
22,11.528,0.706985,0.877915,11.528,23.056,2011_nk_24,Nush,2011,NA,NA,NA,899.086535516769,1021.82570879033,1434.712,0.705590822033898,588.5815062890629
23,12.052,0.705052,0.894696,12.052,24.104,2011_nk_24,Nush,2011,NA,NA,NA,899.086535516769,1021.82570879033,1434.712,0.705590822033898,588.5815062890629
24,12.576,0.706168,0.899544,12.576,25.152,2011_nk_24,Nush,2011,NA,NA,NA,899.086535516769,1021.82570879033,1434.712,0.705590822033898,588.5815062890629
25,13.1,0.705843,0.8909,13.1,26.2,2011_nk_24,Nush,2011,NA,NA,NA,899.086535516769,1021.82570879033,1434.712,0.705590822033898,588.5815062890629
26,13.624,0.705488,0.880708,13.624,27.248,2011_nk_24,Nush,2011,NA,NA,NA,899.086535516769,1021.82570879033,1434.712,0.705590822033898,588.5815062890629
27,14.148,0.705031,0.868874,14.148,28.296,2011_nk_24,Nush,2011,NA,NA,NA,899.086535516769,1021.82570879033,1434.712,0.705590822033898,588.5815062890629
28,14.672,0.705649,0.875743,14.672,29.344,2011_nk_24,Nush,2011,NA,NA,NA,899.086535516769,1021.82570879033,1434.712,0.705590822033898,588.5815062890629
29,15.196,0.706405,0.858512,15.196,30.392,2011_nk_24,Nush,2011,NA,NA,NA,899.086535516769,1021.82570879033,1434.712,0.705590822033898,588.5815062890629
