Cycle,time,Iso,Sr88,Time,Microns,Fish_id,Watershed,Year,Iso_MA,Sr88_MA,Sr88_MA_Gradient,natal_microns_start,natal_microns_end,marine_start,natal_origin_iso,Core
1,0.524,0.70936,2.615843,0.524,1.048,2011_nk_104,Nush,2011,NA,NA,NA,871.23948564097,935.314290654877,1460.912,0.705368,NA
2,1.048,0.708867,2.911675,1.048,2.096,2011_nk_104,Nush,2011,NA,NA,NA,871.23948564097,935.314290654877,1460.912,0.705368,NA
3,1.572,0.708966,2.978864,1.572,3.144,2011_nk_104,Nush,2011,NA,NA,NA,871.23948564097,935.314290654877,1460.912,0.705368,NA
4,2.096,0.708584,2.863231,2.096,4.192,2011_nk_104,Nush,2011,NA,NA,NA,871.23948564097,935.314290654877,1460.912,0.705368,NA
5,2.62,0.709001,2.834384,2.62,5.24,2011_nk_104,Nush,2011,NA,NA,NA,871.23948564097,935.314290654877,1460.912,0.705368,NA
6,3.144,0.709327,2.867915,3.144,6.288,2011_nk_104,Nush,2011,NA,NA,NA,871.23948564097,935.314290654877,1460.912,0.705368,NA
7,3.668,0.709082,2.945317,3.668,7.336,2011_nk_104,Nush,2011,NA,NA,NA,871.23948564097,935.314290654877,1460.912,0.705368,NA
8,4.192,0.70949,2.985015,4.192,8.384,2011_nk_104,Nush,2011,NA,NA,NA,871.23948564097,935.314290654877,1460.912,0.705368,NA
9,4.716,0.709163,2.922932,4.716,9.432,2011_nk_104,Nush,2011,NA,NA,NA,871.23948564097,935.314290654877,1460.912,0.705368,NA
10,5.24,0.708817,2.776707,5.24,10.48,2011_nk_104,Nush,2011,NA,NA,NA,871.23948564097,935.314290654877,1460.912,0.705368,NA
11,5.764,0.708955,2.86932,5.764,11.528,2011_nk_104,Nush,2011,NA,NA,NA,871.23948564097,935.314290654877,1460.912,0.705368,NA
12,6.288,0.709623,2.993348,6.288,12.576,2011_nk_104,Nush,2011,NA,NA,NA,871.23948564097,935.314290654877,1460.912,0.705368,NA
13,6.812,0.70933,3.032114,6.812,13.624,2011_nk_104,Nush,2011,NA,NA,NA,871.23948564097,935.314290654877,1460.912,0.705368,NA
14,7.336,0.709359,2.895407,7.336,14.672,2011_nk_104,Nush,2011,NA,NA,NA,871.23948564097,935.314290654877,1460.912,0.705368,NA
15,7.86,0.70917,2.760963,7.86,15.72,2011_nk_104,Nush,2011,NA,NA,NA,871.23948564097,935.314290654877,1460.912,0.705368,NA
16,8.384,0.709151,2.885975,8.384,16.768,2011_nk_104,Nush,2011,NA,NA,NA,871.23948564097,935.314290654877,1460.912,0.705368,NA
17,8.908,0.708917,3.026941,8.908,17.816,2011_nk_104,Nush,2011,NA,NA,NA,871.23948564097,935.314290654877,1460.912,0.705368,NA
18,9.432,0.709218,2.96195,9.432,18.864,2011_nk_104,Nush,2011,NA,NA,NA,871.23948564097,935.314290654877,1460.912,0.705368,NA
19,9.956,0.7097,2.917279,9.956,19.912,2011_nk_104,Nush,2011,NA,NA,NA,871.23948564097,935.314290654877,1460.912,0.705368,NA
20,10.48,0.7086,2.76465,10.48,20.96,2011_nk_104,Nush,2011,NA,NA,NA,871.23948564097,935.314290654877,1460.912,0.705368,NA
21,11.004,0.709421,2.982703,11.004,22.008,2011_nk_104,Nush,2011,NA,NA,NA,871.23948564097,935.314290654877,1460.912,0.705368,NA
22,11.528,0.709496,2.984711,11.528,23.056,2011_nk_104,Nush,2011,NA,NA,NA,871.23948564097,935.314290654877,1460.912,0.705368,NA
23,12.052,0.708326,2.981972,12.052,24.104,2011_nk_104,Nush,2011,NA,NA,NA,871.23948564097,935.314290654877,1460.912,0.705368,NA
24,12.576,0.708682,2.849912,12.576,25.152,2011_nk_104,Nush,2011,NA,NA,NA,871.23948564097,935.314290654877,1460.912,0.705368,NA
25,13.1,0.708905,2.841633,13.1,26.2,2011_nk_104,Nush,2011,NA,NA,NA,871.23948564097,935.314290654877,1460.912,0.705368,NA
26,13.624,0.709142,2.986432,13.624,27.248,2011_nk_104,Nush,2011,NA,NA,NA,871.23948564097,935.314290654877,1460.912,0.705368,NA
27,14.148,0.709168,2.969854,14.148,28.296,2011_nk_104,Nush,2011,NA,NA,NA,871.23948564097,935.314290654877,1460.912,0.705368,NA
28,14.672,0.709671,2.895353,14.672,29.344,2011_nk_104,Nush,2011,NA,NA,NA,871.23948564097,935.314290654877,1460.912,0.705368,NA
29,15.196,0.709189,2.778496,15.196,30.392,2011_nk_104,Nush,2011,NA,NA,NA,871.23948564097,935.314290654877,1460.912,0.705368,NA
30,15.72,0.70921,2.879882,15.72,31.44,2011_nk_104,Nush,2011,0.709166316666667,2.91326016666667,NA,871.23948564097,935.314290654877,1460.912,0.705368,NA
31,16.244,0.708927,2.946375,16.244,32.488,2011_nk_104,Nush,2011,0.709151433333333,2.91736093333333,0.00410076666666681,871.23948564097,935.314290654877,1460.912,0.705368,NA
32,16.768,0.708794,2.976007,16.768,33.536,2011_nk_104,Nush,2011,0.70915945,2.91680505,-5.5588333333345e-4,871.23948564097,935.314290654877,1460.912,0.705368,NA
33,17.292,0.709526,2.864072,17.292,34.584,2011_nk_104,Nush,2011,0.70916535,2.91838763333333,0.00158258333333317,871.23948564097,935.314290654877,1460.912,0.705368,NA
34,17.816,0.709398,2.853763,17.816,35.632,2011_nk_104,Nush,2011,0.709182266666667,2.91953053333333,0.0011429000000005,871.23948564097,935.314290654877,1460.912,0.705368,NA
35,18.34,0.709254,2.998269,18.34,36.68,2011_nk_104,Nush,2011,0.709181883333333,2.91943731666667,-9.32166666669509e-5,871.23948564097,935.314290654877,1460.912,0.705368,NA
36,18.864,0.709533,2.977217,18.864,37.728,2011_nk_104,Nush,2011,0.709175983333333,2.91920145,-2.3586666666641e-4,871.23948564097,935.314290654877,1460.912,0.705368,NA
37,19.388,0.709399,2.977673,19.388,38.776,2011_nk_104,Nush,2011,0.709186666666667,2.91857875,-6.2270000000008e-4,871.23948564097,935.314290654877,1460.912,0.705368,NA
38,19.912,0.709503,2.868818,19.912,39.824,2011_nk_104,Nush,2011,0.7091852,2.91618583333333,-0.00239291666666652,871.23948564097,935.314290654877,1460.912,0.705368,NA
39,20.436,0.709265,2.892122,20.436,40.872,2011_nk_104,Nush,2011,0.709178733333333,2.91487283333333,-0.00131300000000012,871.23948564097,935.314290654877,1460.912,0.705368,NA
40,20.96,0.7096,2.957753,20.96,41.92,2011_nk_104,Nush,2011,0.709184066666667,2.91540355,5.3071666666682e-4,871.23948564097,935.314290654877,1460.912,0.705368,NA
41,21.484,0.709005,2.969583,21.484,42.968,2011_nk_104,Nush,2011,0.709185733333333,2.91637688333333,9.7333333333349e-4,871.23948564097,935.314290654877,1460.912,0.705368,NA
42,22.008,0.709274,2.810698,22.008,44.016,2011_nk_104,Nush,2011,0.7091833,2.9149709,-0.00140598333333353,871.23948564097,935.314290654877,1460.912,0.705368,NA
43,22.532,0.709594,2.943667,22.532,45.064,2011_nk_104,Nush,2011,0.709180666666667,2.91302681666667,-0.00194408333333351,871.23948564097,935.314290654877,1460.912,0.705368,NA
44,23.056,0.709119,2.886272,23.056,46.112,2011_nk_104,Nush,2011,0.709175783333334,2.91101631666667,-0.00201049999999992,871.23948564097,935.314290654877,1460.912,0.705368,NA
45,23.58,0.709135,2.993886,23.58,47.16,2011_nk_104,Nush,2011,0.709171716666667,2.91330896666667,0.00229265000000023,871.23948564097,935.314290654877,1460.912,0.705368,NA
46,24.104,0.709568,2.894823,24.104,48.208,2011_nk_104,Nush,2011,0.709175283333333,2.91165096666667,-0.00165799999999994,871.23948564097,935.314290654877,1460.912,0.705368,NA
47,24.628,0.709607,2.94549,24.628,49.256,2011_nk_104,Nush,2011,0.709179666666667,2.90969945,-0.00195151666666682,871.23948564097,935.314290654877,1460.912,0.705368,NA
