Cycle,Sr88,Iso,Time,Microns,Fish_id,Watershed,Year,Iso_MA,Sr88_MA,Sr88_MA_Gradient,natal_microns_start,natal_microns_end,marine_start,natal_origin_iso,Core
9,0.832616476294241,0.708809578939237,4.716,9.432,2015_nk_160,Nush,2015,NA,NA,NA,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
10,1.60116265309438,0.709294864446374,5.24,10.48,2015_nk_160,Nush,2015,NA,NA,NA,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
11,1.88554329623328,0.708436998915108,5.764,11.528,2015_nk_160,Nush,2015,NA,NA,NA,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
12,1.94474798433489,0.709294790412701,6.288,12.576,2015_nk_160,Nush,2015,NA,NA,NA,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
13,1.88575666932989,0.70983683488633,6.812,13.624,2015_nk_160,Nush,2015,NA,NA,NA,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
14,1.82349395114338,0.708401456288476,7.336,14.672,2015_nk_160,Nush,2015,NA,NA,NA,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
15,1.80802599261229,0.708548198282685,7.86,15.72,2015_nk_160,Nush,2015,NA,NA,NA,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
16,1.78892956671711,0.708588095683399,8.384,16.768,2015_nk_160,Nush,2015,NA,NA,NA,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
17,1.74607590858584,0.708802308795866,8.908,17.816,2015_nk_160,Nush,2015,NA,NA,NA,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
18,1.65131494871375,0.708788754846272,9.432,18.864,2015_nk_160,Nush,2015,NA,NA,NA,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
19,1.66193678774301,0.708425172381418,9.956,19.912,2015_nk_160,Nush,2015,NA,NA,NA,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
20,1.66216768387172,0.708925157431982,10.48,20.96,2015_nk_160,Nush,2015,NA,NA,NA,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
21,1.68067526384982,0.708924003404776,11.004,22.008,2015_nk_160,Nush,2015,NA,NA,NA,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
22,1.67725577534603,0.708898584975564,11.528,23.056,2015_nk_160,Nush,2015,NA,NA,NA,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
23,1.67034335654259,0.708853894433258,12.052,24.104,2015_nk_160,Nush,2015,NA,NA,NA,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
24,1.65912591589602,0.70859252472591,12.576,25.152,2015_nk_160,Nush,2015,NA,NA,NA,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
25,1.68206385218255,0.708714136480794,13.1,26.2,2015_nk_160,Nush,2015,NA,NA,NA,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
26,1.67760818088647,0.707795449984314,13.624,27.248,2015_nk_160,Nush,2015,NA,NA,NA,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
27,1.67764355618736,0.709470655847451,14.148,28.296,2015_nk_160,Nush,2015,NA,NA,NA,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
28,1.66082246737553,0.709830382822078,14.672,29.344,2015_nk_160,Nush,2015,NA,NA,NA,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
29,1.66581442778509,0.709103251790029,15.196,30.392,2015_nk_160,Nush,2015,NA,NA,NA,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
30,1.67925319908387,0.709492276392523,15.72,31.44,2015_nk_160,Nush,2015,NA,NA,NA,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
31,1.66729975843798,0.708473140976749,16.244,32.488,2015_nk_160,Nush,2015,NA,NA,NA,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
32,1.67494655705942,0.709105912848438,16.768,33.536,2015_nk_160,Nush,2015,NA,NA,NA,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
33,1.66807316541711,0.708839857305378,17.292,34.584,2015_nk_160,Nush,2015,NA,NA,NA,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
34,1.67455458024959,0.708581036477101,17.816,35.632,2015_nk_160,Nush,2015,NA,NA,NA,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
35,1.69203017516988,0.708977571768757,18.34,36.68,2015_nk_160,Nush,2015,NA,NA,NA,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
36,1.69805545836187,0.708841400886454,18.864,37.728,2015_nk_160,Nush,2015,NA,NA,NA,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
37,1.64730433336654,0.70902595230917,19.388,38.776,2015_nk_160,Nush,2015,NA,NA,NA,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
38,1.69112733408691,0.709022244102502,19.912,39.824,2015_nk_160,Nush,2015,0.708858325048573,1.62392881266465,NA,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
39,1.66224422085938,0.709377327591737,20.436,40.872,2015_nk_160,Nush,2015,0.708867474850065,1.6350974402552,0.0111686275905554,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
40,1.6345809768976,0.708913595207553,20.96,41.92,2015_nk_160,Nush,2015,0.708865538795063,1.63392121567907,-0.00117622457613553,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
41,1.63014005377464,0.70943405124165,21.484,42.968,2015_nk_160,Nush,2015,0.70887974047533,1.62854583158751,-0.00537538409155647,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
42,1.6348137910961,0.709266846962491,22.008,44.016,2015_nk_160,Nush,2015,0.708879114623487,1.62142836945375,-0.00711746213375575,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
43,1.62440131399299,0.708926954682697,22.532,45.064,2015_nk_160,Nush,2015,0.708856614285769,1.61469143604817,-0.00673693340558379,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
44,1.63291414121761,0.708767430858618,23.056,46.112,2015_nk_160,Nush,2015,0.708873580092086,1.61054834234575,-0.00414309370241783,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
45,1.56967158144932,0.70836164236978,23.58,47.16,2015_nk_160,Nush,2015,0.708879496421962,1.60576885578055,-0.00477948656520555,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
46,1.57343556323725,0.708619396842592,24.104,48.208,2015_nk_160,Nush,2015,0.708877619404135,1.6005119644675,-0.00525689131304152,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
47,1.53935621083015,0.708914845902804,24.628,49.256,2015_nk_160,Nush,2015,0.708879675591426,1.59745391478047,-0.00305804968703427,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
48,1.55422082413357,0.708650579016246,25.152,50.304,2015_nk_160,Nush,2015,0.708882428296995,1.59531786491449,-0.00213604986598237,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
49,1.54680742082539,0.708577972402881,25.676,51.352,2015_nk_160,Nush,2015,0.708891669799151,1.59281227592096,-0.00250558899352793,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
50,1.53128628808213,0.708296213163465,26.2,52.4,2015_nk_160,Nush,2015,0.708884925079252,1.59042723505796,-0.00238504086300484,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
51,1.5498693454510999,0.709052898205069,26.724,53.448,2015_nk_160,Nush,2015,0.708884916920236,1.58895698765772,-0.00147024740023749,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
52,1.55080742585753,0.708494187180011,27.248,54.496,2015_nk_160,Nush,2015,0.708892338816917,1.58598686262254,-0.00297012503517369,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
53,1.5089110885339,0.707921604567284,27.772,55.544,2015_nk_160,Nush,2015,0.708900158592315,1.58319239821775,-0.00279446440479103,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
54,1.5465048741507,0.708629669377509,28.296,56.592,2015_nk_160,Nush,2015,0.708914319481746,1.58137513833982,-0.00181725987793468,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
55,1.57606202369508,0.709412253298282,28.82,57.64,2015_nk_160,Nush,2015,0.708919774655898,1.57944052706636,-0.00193461127345862,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
56,1.5167036673894,0.709419688911394,29.344,58.688,2015_nk_160,Nush,2015,0.708938159469667,1.57560036118043,-0.00384016588593328,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
57,1.58535664079409,0.708794486487409,29.868,59.736,2015_nk_160,Nush,2015,0.708926463254245,1.57397502854081,-0.00162533263961495,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
58,1.55498487712157,0.70765470848505,30.392,60.784,2015_nk_160,Nush,2015,0.70891433094728,1.57223814963604,-0.00173687890477336,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
59,1.548455572353,0.70894121657392,30.916,61.832,2015_nk_160,Nush,2015,0.708916550610188,1.56966592436073,-0.00257222527530332,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
60,1.571209580465,0.708741660189087,31.44,62.88,2015_nk_160,Nush,2015,0.70890514788149706,1.56725181439046,-0.00241410997027702,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
61,1.55867387398313,0.708823863853896,31.964,63.928,2015_nk_160,Nush,2015,0.70890001720851,1.56644210886364,-8.097055268208e-4,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
62,1.55075046884996,0.708975374953119,32.488,64.976,2015_nk_160,Nush,2015,0.708877564181657,1.56339901475385,-0.0030430941097821,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
63,1.52860669448107,0.708457761271917,33.012,66.024,2015_nk_160,Nush,2015,0.708862466194093,1.56030520402967,-0.00309381072418424,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
64,1.56620158910176,0.708511959212145,33.536,67.072,2015_nk_160,Nush,2015,0.708865289782418,1.55904394385366,-0.00126126017601069,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
65,1.52669722898044,0.709206020329403,34.06,68.12,2015_nk_160,Nush,2015,0.708860069823585,1.55651409484248,-0.00252984901118047,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
66,1.54198769968658,0.710343703311142,34.584,69.168,2015_nk_160,Nush,2015,0.708867656751179,1.55307487670208,-0.00343921814039549,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
67,1.52828215705048,0.708424242005025,35.108,70.216,2015_nk_160,Nush,2015,0.708879914710875,1.55257439700543,-5.0047969665656e-4,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
68,1.55602228957941,0.708892859619096,35.632,71.264,2015_nk_160,Nush,2015,0.708884901398041,1.54993554995509,-0.00263884705034112,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
69,1.50273413172756,0.70935856702876,36.156,72.312,2015_nk_160,Nush,2015,0.708888182687009,1.54774768815191,-0.00218786180317676,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
70,1.53058917852625,0.709178701146246,36.68,73.36,2015_nk_160,Nush,2015,0.70888496179155,1.54698537963003,-7.6230852187642e-4,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
71,1.56302025073989,0.709289099731188,37.204,74.408,2015_nk_160,Nush,2015,0.708865196109918,1.54566099640544,-0.00132438322459039,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
72,1.51770025630954,0.709257239302107,37.728,75.456,2015_nk_160,Nush,2015,0.708859690670513,1.54236368857488,-0.00329730783056692,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
73,1.48154066499486,0.708486814623217,38.252,76.504,2015_nk_160,Nush,2015,0.70885503142833,1.54043543998006,-0.00192824859481333,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
74,1.57490832899831,0.709419404667523,38.776,77.552,2015_nk_160,Nush,2015,0.708854354486312,1.5389464671233,-0.0014889728567633,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
75,1.5212567986999599,0.708903178075242,39.3,78.6,2015_nk_160,Nush,2015,0.708839006979897,1.53716952433321,-0.00177694279009333,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
76,1.47351608793462,0.708475474613778,39.824,79.648,2015_nk_160,Nush,2015,0.70883536653128,1.53576555569908,-0.00140396863412606,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
77,1.56259292736378,0.708925680033322,40.348,80.696,2015_nk_160,Nush,2015,0.708832690176591,1.53614941234336,3.8385664427931e-4,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
78,1.52315195675481,0.708953917180391,40.872,81.744,2015_nk_160,Nush,2015,0.708826315067857,1.53470700595067,-0.00144240639269344,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
79,1.51160144813134,0.708979662510818,41.396,82.792,2015_nk_160,Nush,2015,0.708843221530279,1.53313647410543,-0.0015705318452337,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
80,1.51906523209143,0.708520474238005,41.92,83.84,2015_nk_160,Nush,2015,0.70885546869882,1.53307553445335,-6.09396520780958e-5,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
81,1.59246041983557,0.708923513863848,42.444,84.888,2015_nk_160,Nush,2015,0.708847227931911,1.5317281145569701,-0.00134741989638321,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
82,1.4990482732356,0.709343898776417,42.968,85.936,2015_nk_160,Nush,2015,0.708857505188736,1.5291674363164,-0.00256067824057382,43.7311355973088,329.482653464648,1114.024,0.708760619256783,NA
