Cycle,Time,Iso,Sr88,Fish_id,Watershed,Year,Microns,Iso_MA,Sr88_MA,Sr88_MA_Gradient,natal_microns_start,natal_microns_end,marine_start,natal_origin_iso,Core
58,30.392,0.71277925939251,0.282824403051133,2015_yk_348,Yukon,2015,60.784,NA,NA,NA,417.037111245812,568.458001298254,1050.096,0.715496245236602,72.85626852729986
59,30.916,0.710387260867296,0.836135647451773,2015_yk_348,Yukon,2015,61.832,NA,NA,NA,417.037111245812,568.458001298254,1050.096,0.715496245236602,72.85626852729986
60,31.44,0.710664199369969,1.14522326706613,2015_yk_348,Yukon,2015,62.88,NA,NA,NA,417.037111245812,568.458001298254,1050.096,0.715496245236602,72.85626852729986
61,31.964,0.711601145628682,1.17592204133756,2015_yk_348,Yukon,2015,63.928,NA,NA,NA,417.037111245812,568.458001298254,1050.096,0.715496245236602,72.85626852729986
62,32.488,0.710371020812274,1.1619743450237,2015_yk_348,Yukon,2015,64.976,NA,NA,NA,417.037111245812,568.458001298254,1050.096,0.715496245236602,72.85626852729986
63,33.012,0.711838870958549,1.13915942399668,2015_yk_348,Yukon,2015,66.024,NA,NA,NA,417.037111245812,568.458001298254,1050.096,0.715496245236602,72.85626852729986
64,33.536,0.709772911747575,1.11210794307552,2015_yk_348,Yukon,2015,67.072,NA,NA,NA,417.037111245812,568.458001298254,1050.096,0.715496245236602,72.85626852729986
65,34.06,0.710456850569258,1.08857528818495,2015_yk_348,Yukon,2015,68.12,NA,NA,NA,417.037111245812,568.458001298254,1050.096,0.715496245236602,72.85626852729986
66,34.584,0.710958307398643,1.06354329278676,2015_yk_348,Yukon,2015,69.168,NA,NA,NA,417.037111245812,568.458001298254,1050.096,0.715496245236602,72.85626852729986
67,35.108,0.710562918285887,1.06059468208303,2015_yk_348,Yukon,2015,70.216,NA,NA,NA,417.037111245812,568.458001298254,1050.096,0.715496245236602,72.85626852729986
68,35.632,0.711697694946853,1.04224893923764,2015_yk_348,Yukon,2015,71.264,NA,NA,NA,417.037111245812,568.458001298254,1050.096,0.715496245236602,72.85626852729986
69,36.156,0.709990454569465,1.05429549474178,2015_yk_348,Yukon,2015,72.312,NA,NA,NA,417.037111245812,568.458001298254,1050.096,0.715496245236602,72.85626852729986
70,36.68,0.710128782130102,1.08091648189623,2015_yk_348,Yukon,2015,73.36,NA,NA,NA,417.037111245812,568.458001298254,1050.096,0.715496245236602,72.85626852729986
71,37.204,0.711897465073155,1.09035121447134,2015_yk_348,Yukon,2015,74.408,NA,NA,NA,417.037111245812,568.458001298254,1050.096,0.715496245236602,72.85626852729986
72,37.728,0.71034813415123,1.06435980864595,2015_yk_348,Yukon,2015,75.456,NA,NA,NA,417.037111245812,568.458001298254,1050.096,0.715496245236602,72.85626852729986
73,38.252,0.711629026340596,1.09572404211752,2015_yk_348,Yukon,2015,76.504,NA,NA,NA,417.037111245812,568.458001298254,1050.096,0.715496245236602,72.85626852729986
74,38.776,0.711684467713746,1.12109211783872,2015_yk_348,Yukon,2015,77.552,NA,NA,NA,417.037111245812,568.458001298254,1050.096,0.715496245236602,72.85626852729986
75,39.3,0.710114741935167,1.10409126934497,2015_yk_348,Yukon,2015,78.6,NA,NA,NA,417.037111245812,568.458001298254,1050.096,0.715496245236602,72.85626852729986
76,39.824,0.711111121513002,1.07979285710408,2015_yk_348,Yukon,2015,79.648,NA,NA,NA,417.037111245812,568.458001298254,1050.096,0.715496245236602,72.85626852729986
77,40.348,0.710811586930544,1.10699066451102,2015_yk_348,Yukon,2015,80.696,NA,NA,NA,417.037111245812,568.458001298254,1050.096,0.715496245236602,72.85626852729986
78,40.872,0.712002135914621,1.11437372137865,2015_yk_348,Yukon,2015,81.744,NA,NA,NA,417.037111245812,568.458001298254,1050.096,0.715496245236602,72.85626852729986
79,41.396,0.710981104624349,1.08233730256946,2015_yk_348,Yukon,2015,82.792,NA,NA,NA,417.037111245812,568.458001298254,1050.096,0.715496245236602,72.85626852729986
