Cycle,time,Iso,Sr88,Time,Microns,Fish_id,Watershed,Year,Iso_MA,Sr88_MA,Sr88_MA_Gradient,natal_microns_start,natal_microns_end,marine_start,natal_origin_iso,Core
1,0.524,0.706279,0.654079,0.524,1.048,2011_nk_161,Nush,2011,NA,NA,NA,708.967651893506,874.335053982072,1191.576,0.707878101265823,447.9079785629562
2,1.048,0.708612,0.842864,1.048,2.096,2011_nk_161,Nush,2011,NA,NA,NA,708.967651893506,874.335053982072,1191.576,0.707878101265823,447.9079785629562
3,1.524,0.709097,0.824221,1.572,3.144,2011_nk_161,Nush,2011,NA,NA,NA,708.967651893506,874.335053982072,1191.576,0.707878101265823,447.9079785629562
4,2.048,0.708062,0.826075,2.096,4.192,2011_nk_161,Nush,2011,NA,NA,NA,708.967651893506,874.335053982072,1191.576,0.707878101265823,447.9079785629562
5,2.524,0.709194,0.823396,2.62,5.24,2011_nk_161,Nush,2011,NA,NA,NA,708.967651893506,874.335053982072,1191.576,0.707878101265823,447.9079785629562
6,3.048,0.708794,0.832287,3.144,6.288,2011_nk_161,Nush,2011,NA,NA,NA,708.967651893506,874.335053982072,1191.576,0.707878101265823,447.9079785629562
7,3.524,0.708242,0.853182,3.668,7.336,2011_nk_161,Nush,2011,NA,NA,NA,708.967651893506,874.335053982072,1191.576,0.707878101265823,447.9079785629562
8,4.048,0.707572,0.866671,4.192,8.384,2011_nk_161,Nush,2011,NA,NA,NA,708.967651893506,874.335053982072,1191.576,0.707878101265823,447.9079785629562
9,4.524,0.708149,0.859205,4.716,9.432,2011_nk_161,Nush,2011,NA,NA,NA,708.967651893506,874.335053982072,1191.576,0.707878101265823,447.9079785629562
10,5.048,0.707259,0.865094,5.24,10.48,2011_nk_161,Nush,2011,NA,NA,NA,708.967651893506,874.335053982072,1191.576,0.707878101265823,447.9079785629562
11,5.524,0.707435,0.877014,5.764,11.528,2011_nk_161,Nush,2011,NA,NA,NA,708.967651893506,874.335053982072,1191.576,0.707878101265823,447.9079785629562
12,6.048,0.706301,0.890869,6.288,12.576,2011_nk_161,Nush,2011,NA,NA,NA,708.967651893506,874.335053982072,1191.576,0.707878101265823,447.9079785629562
13,6.524,0.707132,0.886395,6.812,13.624,2011_nk_161,Nush,2011,NA,NA,NA,708.967651893506,874.335053982072,1191.576,0.707878101265823,447.9079785629562
14,7.048,0.707116,0.854032,7.336,14.672,2011_nk_161,Nush,2011,NA,NA,NA,708.967651893506,874.335053982072,1191.576,0.707878101265823,447.9079785629562
15,7.524,0.707356,0.859817,7.86,15.72,2011_nk_161,Nush,2011,NA,NA,NA,708.967651893506,874.335053982072,1191.576,0.707878101265823,447.9079785629562
16,8.048,0.708153,0.88568499999999994,8.384,16.768,2011_nk_161,Nush,2011,NA,NA,NA,708.967651893506,874.335053982072,1191.576,0.707878101265823,447.9079785629562
17,8.524,0.707733,0.888583,8.908,17.816,2011_nk_161,Nush,2011,NA,NA,NA,708.967651893506,874.335053982072,1191.576,0.707878101265823,447.9079785629562
18,9.048,0.70716,0.88084,9.432,18.864,2011_nk_161,Nush,2011,NA,NA,NA,708.967651893506,874.335053982072,1191.576,0.707878101265823,447.9079785629562
19,9.524,0.709095,0.863816,9.956,19.912,2011_nk_161,Nush,2011,NA,NA,NA,708.967651893506,874.335053982072,1191.576,0.707878101265823,447.9079785629562
