Cycle,time,Iso,Sr88,Time,Microns,Fish_id,Watershed,Year,Iso_MA,Sr88_MA,Sr88_MA_Gradient,natal_microns_start,natal_microns_end,marine_start,natal_origin_iso,Core
1,0.524,0.709741,1.457576,0.524,1.048,2011_nk_40,Nush,2011,NA,NA,NA,1268.38901810062,665.459846067135,1848.672,NA,NA
2,1.048,0.709085,1.341805,1.048,2.096,2011_nk_40,Nush,2011,NA,NA,NA,1268.38901810062,665.459846067135,1848.672,NA,NA
3,1.572,0.708687,1.284134,1.572,3.144,2011_nk_40,Nush,2011,NA,NA,NA,1268.38901810062,665.459846067135,1848.672,NA,NA
4,2.096,0.709365,1.242713,2.096,4.192,2011_nk_40,Nush,2011,NA,NA,NA,1268.38901810062,665.459846067135,1848.672,NA,NA
5,2.62,0.710971,1.235305,2.62,5.24,2011_nk_40,Nush,2011,NA,NA,NA,1268.38901810062,665.459846067135,1848.672,NA,NA
6,3.144,0.709511,1.277959,3.144,6.288,2011_nk_40,Nush,2011,NA,NA,NA,1268.38901810062,665.459846067135,1848.672,NA,NA
7,3.668,0.708562,1.374247,3.668,7.336,2011_nk_40,Nush,2011,NA,NA,NA,1268.38901810062,665.459846067135,1848.672,NA,NA
8,4.192,0.708637,1.46803,4.192,8.384,2011_nk_40,Nush,2011,NA,NA,NA,1268.38901810062,665.459846067135,1848.672,NA,NA
9,4.716,0.710287,1.520604,4.716,9.432,2011_nk_40,Nush,2011,NA,NA,NA,1268.38901810062,665.459846067135,1848.672,NA,NA
10,5.24,0.709951,1.539058,5.24,10.48,2011_nk_40,Nush,2011,NA,NA,NA,1268.38901810062,665.459846067135,1848.672,NA,NA
11,5.764,0.709552,1.530686,5.764,11.528,2011_nk_40,Nush,2011,NA,NA,NA,1268.38901810062,665.459846067135,1848.672,NA,NA
12,6.288,0.709384,1.501697,6.288,12.576,2011_nk_40,Nush,2011,NA,NA,NA,1268.38901810062,665.459846067135,1848.672,NA,NA
13,6.812,0.709554,1.464865,6.812,13.624,2011_nk_40,Nush,2011,NA,NA,NA,1268.38901810062,665.459846067135,1848.672,NA,NA
14,7.336,0.709756,1.469371,7.336,14.672,2011_nk_40,Nush,2011,NA,NA,NA,1268.38901810062,665.459846067135,1848.672,NA,NA
15,7.86,0.709735,1.497811,7.86,15.72,2011_nk_40,Nush,2011,NA,NA,NA,1268.38901810062,665.459846067135,1848.672,NA,NA
16,8.384,0.709008,1.508559,8.384,16.768,2011_nk_40,Nush,2011,NA,NA,NA,1268.38901810062,665.459846067135,1848.672,NA,NA
17,8.908,0.71006,1.539584,8.908,17.816,2011_nk_40,Nush,2011,NA,NA,NA,1268.38901810062,665.459846067135,1848.672,NA,NA
18,9.432,0.709012,1.536662,9.432,18.864,2011_nk_40,Nush,2011,NA,NA,NA,1268.38901810062,665.459846067135,1848.672,NA,NA
19,9.956,0.70907,1.534106,9.956,19.912,2011_nk_40,Nush,2011,NA,NA,NA,1268.38901810062,665.459846067135,1848.672,NA,NA
20,10.48,0.709041,1.5032,10.48,20.96,2011_nk_40,Nush,2011,NA,NA,NA,1268.38901810062,665.459846067135,1848.672,NA,NA
21,11.004,0.709633,1.512403,11.004,22.008,2011_nk_40,Nush,2011,NA,NA,NA,1268.38901810062,665.459846067135,1848.672,NA,NA
22,11.528,0.708972,1.533581,11.528,23.056,2011_nk_40,Nush,2011,NA,NA,NA,1268.38901810062,665.459846067135,1848.672,NA,NA
23,12.052,0.709924,1.480995,12.052,24.104,2011_nk_40,Nush,2011,NA,NA,NA,1268.38901810062,665.459846067135,1848.672,NA,NA
24,12.576,0.710064,1.467459,12.576,25.152,2011_nk_40,Nush,2011,NA,NA,NA,1268.38901810062,665.459846067135,1848.672,NA,NA
25,13.1,0.710192,1.475625,13.1,26.2,2011_nk_40,Nush,2011,NA,NA,NA,1268.38901810062,665.459846067135,1848.672,NA,NA
26,13.624,0.709104,1.50036,13.624,27.248,2011_nk_40,Nush,2011,NA,NA,NA,1268.38901810062,665.459846067135,1848.672,NA,NA
27,14.148,0.70916,1.475671,14.148,28.296,2011_nk_40,Nush,2011,NA,NA,NA,1268.38901810062,665.459846067135,1848.672,NA,NA
28,14.672,0.708152,1.498937,14.672,29.344,2011_nk_40,Nush,2011,NA,NA,NA,1268.38901810062,665.459846067135,1848.672,NA,NA
29,15.196,0.709416,1.517298,15.196,30.392,2011_nk_40,Nush,2011,NA,NA,NA,1268.38901810062,665.459846067135,1848.672,NA,NA
30,15.72,0.709426,1.503517,15.72,31.44,2011_nk_40,Nush,2011,0.70938695,1.47288531666667,NA,1268.38901810062,665.459846067135,1848.672,NA,NA
31,16.244,0.710525,1.42189,16.244,32.488,2011_nk_40,Nush,2011,0.709375416666667,1.47505525,0.00216993333333337,1268.38901810062,665.459846067135,1848.672,NA,NA
32,16.768,0.70914,1.433931,16.768,33.536,2011_nk_40,Nush,2011,0.709392783333333,1.47893666666667,0.00388141666666653,1268.38901810062,665.459846067135,1848.672,NA,NA
33,17.292,0.709703,1.417927,17.292,34.584,2011_nk_40,Nush,2011,0.709408383333333,1.48458445,0.00564778333333327,1268.38901810062,665.459846067135,1848.672,NA,NA
34,17.816,0.709137,1.400348,17.816,35.632,2011_nk_40,Nush,2011,0.709406233333333,1.49134585,0.00676140000000003,1268.38901810062,665.459846067135,1848.672,NA,NA
35,18.34,0.708723,1.410617,18.34,36.68,2011_nk_40,Nush,2011,0.709383783333333,1.49915755,0.00781169999999975,1268.38901810062,665.459846067135,1848.672,NA,NA
36,18.864,0.709863,1.42357,18.864,37.728,2011_nk_40,Nush,2011,0.709377766666667,1.50744311666667,0.0082855666666668,1268.38901810062,665.459846067135,1848.672,NA,NA
37,19.388,0.708943,1.398163,19.388,38.776,2011_nk_40,Nush,2011,0.709372533333333,1.51492773333333,0.00748461666666667,1268.38901810062,665.459846067135,1848.672,NA,NA
38,19.912,0.709012,1.39349,19.912,39.824,2011_nk_40,Nush,2011,0.7093861,1.52139665,0.00646891666666671,1268.38901810062,665.459846067135,1848.672,NA,NA
39,20.436,0.70898,1.388979,20.436,40.872,2011_nk_40,Nush,2011,0.70938615,1.52535055,0.00395389999999995,1268.38901810062,665.459846067135,1848.672,NA,NA
40,20.96,0.709181,1.398586,20.96,41.92,2011_nk_40,Nush,2011,0.709376433333333,1.52807305,0.00272249999999996,1268.38901810062,665.459846067135,1848.672,NA,NA
41,21.484,0.709878,1.425099,21.484,42.968,2011_nk_40,Nush,2011,0.709369366666667,1.53004311666667,0.00197006666666688,1268.38901810062,665.459846067135,1848.672,NA,NA
42,22.008,0.709079,1.417129,22.008,44.016,2011_nk_40,Nush,2011,0.709361933333333,1.53168141666667,0.00163829999999998,1268.38901810062,665.459846067135,1848.672,NA,NA
43,22.532,0.708779,1.429191,22.532,45.064,2011_nk_40,Nush,2011,0.7093481,1.53352508333333,0.00184366666666658,1268.38901810062,665.459846067135,1848.672,NA,NA
44,23.056,0.709396,1.42674,23.056,46.112,2011_nk_40,Nush,2011,0.709350866666667,1.53585936666667,0.0023342833333333,1268.38901810062,665.459846067135,1848.672,NA,NA
45,23.58,0.708514,1.434036,23.58,47.16,2011_nk_40,Nush,2011,0.709333633333333,1.53834163333333,0.00248226666666684,1268.38901810062,665.459846067135,1848.672,NA,NA
46,24.104,0.70882,1.450255,24.104,48.208,2011_nk_40,Nush,2011,0.7093352,1.54046146666667,0.00211983333333321,1268.38901810062,665.459846067135,1848.672,NA,NA
47,24.628,0.709588,1.516637,24.628,49.256,2011_nk_40,Nush,2011,0.709331383333333,1.54172426666667,0.0012627999999999,1268.38901810062,665.459846067135,1848.672,NA,NA
48,25.152,0.710737,1.556286,25.152,50.304,2011_nk_40,Nush,2011,0.709326283333333,1.5431757,0.00145143333333331,1268.38901810062,665.459846067135,1848.672,NA,NA
49,25.676,0.710383,1.558674,25.676,51.352,2011_nk_40,Nush,2011,0.709333683333333,1.54423741666667,0.00106171666666688,1268.38901810062,665.459846067135,1848.672,NA,NA
50,26.2,0.709008,1.564852,26.2,52.4,2011_nk_40,Nush,2011,0.709338083333333,1.54528876666667,0.00105134999999978,1268.38901810062,665.459846067135,1848.672,NA,NA
51,26.724,0.709636,1.572005,26.724,53.448,2011_nk_40,Nush,2011,0.709325983333333,1.54567795,3.8918333333359e-4,1268.38901810062,665.459846067135,1848.672,NA,NA
52,27.248,0.708801,1.586803,27.248,54.496,2011_nk_40,Nush,2011,0.70932805,1.54562296666667,-5.49833333334249e-5,1268.38901810062,665.459846067135,1848.672,NA,NA
53,27.772,0.708927,1.584506,27.772,55.544,2011_nk_40,Nush,2011,0.709310466666667,1.54691595,0.00129298333333328,1268.38901810062,665.459846067135,1848.672,NA,NA
54,28.296,0.710158,1.544337,28.296,56.592,2011_nk_40,Nush,2011,0.709289016666667,1.54837211666667,0.00145616666666659,1268.38901810062,665.459846067135,1848.672,NA,NA
