Cycle,Sr88,Iso,Time,Microns,Fish_id,Watershed,Year,Iso_MA,Sr88_MA,Sr88_MA_Gradient,natal_microns_start,natal_microns_end,marine_start,natal_origin_iso,Core
36,0.473127806802367,0.708752354231473,18.864,37.728,2015_nk_52_redo,Nush,2015,NA,NA,NA,247.50004134126,382.487821239811,766.088,0.708039919476209,NA
37,0.68056263868599,0.71101992218524,19.388,38.776,2015_nk_52_redo,Nush,2015,NA,NA,NA,247.50004134126,382.487821239811,766.088,0.708039919476209,NA
38,0.783319522418872,0.708444509614693,19.912,39.824,2015_nk_52_redo,Nush,2015,NA,NA,NA,247.50004134126,382.487821239811,766.088,0.708039919476209,NA
39,0.850658831752494,0.708060670459629,20.436,40.872,2015_nk_52_redo,Nush,2015,NA,NA,NA,247.50004134126,382.487821239811,766.088,0.708039919476209,NA
40,0.911427540099813,0.708150770801669,20.96,41.92,2015_nk_52_redo,Nush,2015,NA,NA,NA,247.50004134126,382.487821239811,766.088,0.708039919476209,NA
41,0.880407744546564,0.709669008385026,21.484,42.968,2015_nk_52_redo,Nush,2015,NA,NA,NA,247.50004134126,382.487821239811,766.088,0.708039919476209,NA
42,0.859034179005748,0.708365509384166,22.008,44.016,2015_nk_52_redo,Nush,2015,NA,NA,NA,247.50004134126,382.487821239811,766.088,0.708039919476209,NA
43,0.786573534683413,0.707828718038842,22.532,45.064,2015_nk_52_redo,Nush,2015,NA,NA,NA,247.50004134126,382.487821239811,766.088,0.708039919476209,NA
44,0.713874224862603,0.707376887037883,23.056,46.112,2015_nk_52_redo,Nush,2015,NA,NA,NA,247.50004134126,382.487821239811,766.088,0.708039919476209,NA
45,0.716628791458355,0.709548437565441,23.58,47.16,2015_nk_52_redo,Nush,2015,NA,NA,NA,247.50004134126,382.487821239811,766.088,0.708039919476209,NA
46,0.684882318171196,0.708154549551943,24.104,48.208,2015_nk_52_redo,Nush,2015,NA,NA,NA,247.50004134126,382.487821239811,766.088,0.708039919476209,NA
47,0.703751368695612,0.709391780221491,24.628,49.256,2015_nk_52_redo,Nush,2015,NA,NA,NA,247.50004134126,382.487821239811,766.088,0.708039919476209,NA
48,0.744431030653009,0.708950918435691,25.152,50.304,2015_nk_52_redo,Nush,2015,NA,NA,NA,247.50004134126,382.487821239811,766.088,0.708039919476209,NA
