Cycle,time,Iso,Sr88,Time,Microns,Fish_id,Watershed,Year,Iso_MA,Sr88_MA,Sr88_MA_Gradient,natal_microns_start,natal_microns_end,marine_start,natal_origin_iso,Core
1,0.524,0.7093472,3.0518328,0.524,1.048,2011_nk_174,Nush,2011,NA,NA,NA,1003.07271054177,1167.80298691496,1487.112,0.704834014649682,680.6289715733183
2,1.048,0.7089094,3.0653144,1.048,2.096,2011_nk_174,Nush,2011,NA,NA,NA,1003.07271054177,1167.80298691496,1487.112,0.704834014649682,680.6289715733183
3,1.524,0.708927,3.0814856,1.572,3.144,2011_nk_174,Nush,2011,NA,NA,NA,1003.07271054177,1167.80298691496,1487.112,0.704834014649682,680.6289715733183
4,2.048,0.7087884,3.0726915,2.096,4.192,2011_nk_174,Nush,2011,NA,NA,NA,1003.07271054177,1167.80298691496,1487.112,0.704834014649682,680.6289715733183
5,2.524,0.708997,3.0151117,2.62,5.24,2011_nk_174,Nush,2011,NA,NA,NA,1003.07271054177,1167.80298691496,1487.112,0.704834014649682,680.6289715733183
6,3.048,0.7094048,3.0922356,3.144,6.288,2011_nk_174,Nush,2011,NA,NA,NA,1003.07271054177,1167.80298691496,1487.112,0.704834014649682,680.6289715733183
7,3.524,0.7090189,3.0111086,3.668,7.336,2011_nk_174,Nush,2011,NA,NA,NA,1003.07271054177,1167.80298691496,1487.112,0.704834014649682,680.6289715733183
8,4.048,0.7094135,3.0842745,4.192,8.384,2011_nk_174,Nush,2011,NA,NA,NA,1003.07271054177,1167.80298691496,1487.112,0.704834014649682,680.6289715733183
9,4.524,0.709324,3.0442877,4.716,9.432,2011_nk_174,Nush,2011,NA,NA,NA,1003.07271054177,1167.80298691496,1487.112,0.704834014649682,680.6289715733183
10,5.048,0.7089855,3.0182585,5.24,10.48,2011_nk_174,Nush,2011,NA,NA,NA,1003.07271054177,1167.80298691496,1487.112,0.704834014649682,680.6289715733183
11,5.524,0.7087121,3.0219557,5.764,11.528,2011_nk_174,Nush,2011,NA,NA,NA,1003.07271054177,1167.80298691496,1487.112,0.704834014649682,680.6289715733183
12,6.048,0.7096588,2.9750076,6.288,12.576,2011_nk_174,Nush,2011,NA,NA,NA,1003.07271054177,1167.80298691496,1487.112,0.704834014649682,680.6289715733183
13,6.524,0.7083195,3.0626999,6.812,13.624,2011_nk_174,Nush,2011,NA,NA,NA,1003.07271054177,1167.80298691496,1487.112,0.704834014649682,680.6289715733183
14,7.048,0.7090387,2.9541863,7.336,14.672,2011_nk_174,Nush,2011,NA,NA,NA,1003.07271054177,1167.80298691496,1487.112,0.704834014649682,680.6289715733183
15,7.524,0.7087695,3.0168607,7.86,15.72,2011_nk_174,Nush,2011,NA,NA,NA,1003.07271054177,1167.80298691496,1487.112,0.704834014649682,680.6289715733183
16,8.048,0.7089684,3.0497109,8.384,16.768,2011_nk_174,Nush,2011,NA,NA,NA,1003.07271054177,1167.80298691496,1487.112,0.704834014649682,680.6289715733183
