Cycle,time,Iso,Sr88,Time,Microns,Fish_id,Watershed,Year,Iso_MA,Sr88_MA,Sr88_MA_Gradient,natal_microns_start,natal_microns_end,marine_start,natal_origin_iso,Core
1,0.524,0.709666,1.152342,0.524,1.048,2011_nk_20,Nush,2011,NA,NA,NA,1140.13363250929,1212.67988630088,1602.392,0.705281571428571,937.5572462320182
2,1.048,0.709196,1.636898,1.048,2.096,2011_nk_20,Nush,2011,NA,NA,NA,1140.13363250929,1212.67988630088,1602.392,0.705281571428571,937.5572462320182
3,1.572,0.709301,1.631817,1.572,3.144,2011_nk_20,Nush,2011,NA,NA,NA,1140.13363250929,1212.67988630088,1602.392,0.705281571428571,937.5572462320182
4,2.096,0.709002,1.650577,2.096,4.192,2011_nk_20,Nush,2011,NA,NA,NA,1140.13363250929,1212.67988630088,1602.392,0.705281571428571,937.5572462320182
5,2.62,0.708685,1.690931,2.62,5.24,2011_nk_20,Nush,2011,NA,NA,NA,1140.13363250929,1212.67988630088,1602.392,0.705281571428571,937.5572462320182
6,3.144,0.708951,1.711319,3.144,6.288,2011_nk_20,Nush,2011,NA,NA,NA,1140.13363250929,1212.67988630088,1602.392,0.705281571428571,937.5572462320182
7,3.668,0.708282,1.738337,3.668,7.336,2011_nk_20,Nush,2011,NA,NA,NA,1140.13363250929,1212.67988630088,1602.392,0.705281571428571,937.5572462320182
8,4.192,0.709353,1.739693,4.192,8.384,2011_nk_20,Nush,2011,NA,NA,NA,1140.13363250929,1212.67988630088,1602.392,0.705281571428571,937.5572462320182
9,4.716,0.709976,1.756858,4.716,9.432,2011_nk_20,Nush,2011,NA,NA,NA,1140.13363250929,1212.67988630088,1602.392,0.705281571428571,937.5572462320182
10,5.24,0.708601,1.792635,5.24,10.48,2011_nk_20,Nush,2011,NA,NA,NA,1140.13363250929,1212.67988630088,1602.392,0.705281571428571,937.5572462320182
11,5.764,0.709284,1.799329,5.764,11.528,2011_nk_20,Nush,2011,NA,NA,NA,1140.13363250929,1212.67988630088,1602.392,0.705281571428571,937.5572462320182
12,6.288,0.709945,1.853288,6.288,12.576,2011_nk_20,Nush,2011,NA,NA,NA,1140.13363250929,1212.67988630088,1602.392,0.705281571428571,937.5572462320182
13,6.812,0.709753,1.871244,6.812,13.624,2011_nk_20,Nush,2011,NA,NA,NA,1140.13363250929,1212.67988630088,1602.392,0.705281571428571,937.5572462320182
14,7.336,0.709473,1.905143,7.336,14.672,2011_nk_20,Nush,2011,NA,NA,NA,1140.13363250929,1212.67988630088,1602.392,0.705281571428571,937.5572462320182
