Cycle,Time,Iso,Sr88,Fish_id,Watershed,Year,Microns,Iso_MA,Sr88_MA,Sr88_MA_Gradient,natal_microns_start,natal_microns_end,marine_start,natal_origin_iso,Core
133,69.692,0.709877014113125,0.193787996281753,2015_yk_102b,Yukon,2015,139.384,NA,NA,NA,317.109521585573,418.377077350927,835.256,0.711366397361594,NA
134,70.216,0.711164710821439,0.370253907115408,2015_yk_102b,Yukon,2015,140.432,NA,NA,NA,317.109521585573,418.377077350927,835.256,0.711366397361594,NA
135,70.74,0.711534271066782,0.368021940318238,2015_yk_102b,Yukon,2015,141.48,NA,NA,NA,317.109521585573,418.377077350927,835.256,0.711366397361594,NA
136,71.264,0.710242431662459,0.287007100379464,2015_yk_102b,Yukon,2015,142.528,NA,NA,NA,317.109521585573,418.377077350927,835.256,0.711366397361594,NA
137,71.788,0.713189343577183,0.210807992046386,2015_yk_102b,Yukon,2015,143.576,NA,NA,NA,317.109521585573,418.377077350927,835.256,0.711366397361594,NA
138,72.312,0.709736073240877,0.211701091089101,2015_yk_102b,Yukon,2015,144.624,NA,NA,NA,317.109521585573,418.377077350927,835.256,0.711366397361594,NA
139,72.836,0.710719015661054,0.239087982879217,2015_yk_102b,Yukon,2015,145.672,NA,NA,NA,317.109521585573,418.377077350927,835.256,0.711366397361594,NA
140,73.36,0.712433948516977,0.230503026633353,2015_yk_102b,Yukon,2015,146.72,NA,NA,NA,317.109521585573,418.377077350927,835.256,0.711366397361594,NA
141,73.884,0.711677411656889,0.236273557758057,2015_yk_102b,Yukon,2015,147.768,NA,NA,NA,317.109521585573,418.377077350927,835.256,0.711366397361594,NA
142,74.408,0.712978254958174,0.224302666287124,2015_yk_102b,Yukon,2015,148.816,NA,NA,NA,317.109521585573,418.377077350927,835.256,0.711366397361594,NA
143,74.932,0.709700700637868,0.261005277669744,2015_yk_102b,Yukon,2015,149.864,NA,NA,NA,317.109521585573,418.377077350927,835.256,0.711366397361594,NA
144,75.456,0.711607767205138,0.272300506738415,2015_yk_102b,Yukon,2015,150.912,NA,NA,NA,317.109521585573,418.377077350927,835.256,0.711366397361594,NA
145,75.98,0.710347407622257,0.27555723936021,2015_yk_102b,Yukon,2015,151.96,NA,NA,NA,317.109521585573,418.377077350927,835.256,0.711366397361594,NA
146,76.504,0.710088372301989,0.295376174707287,2015_yk_102b,Yukon,2015,153.008,NA,NA,NA,317.109521585573,418.377077350927,835.256,0.711366397361594,NA
147,77.028,0.70738944349612,0.293440437822041,2015_yk_102b,Yukon,2015,154.056,NA,NA,NA,317.109521585573,418.377077350927,835.256,0.711366397361594,NA
148,77.552,0.712675882338801,0.30417503075408,2015_yk_102b,Yukon,2015,155.104,NA,NA,NA,317.109521585573,418.377077350927,835.256,0.711366397361594,NA
149,78.076,0.711091706855162,0.313466422838783,2015_yk_102b,Yukon,2015,156.152,NA,NA,NA,317.109521585573,418.377077350927,835.256,0.711366397361594,NA
150,78.6,0.70866697308259,0.329811489393071,2015_yk_102b,Yukon,2015,157.2,NA,NA,NA,317.109521585573,418.377077350927,835.256,0.711366397361594,NA
151,79.124,0.710962772701867,0.364984276657738,2015_yk_102b,Yukon,2015,158.248,NA,NA,NA,317.109521585573,418.377077350927,835.256,0.711366397361594,NA
152,79.648,0.710838584122163,0.389747495554313,2015_yk_102b,Yukon,2015,159.296,NA,NA,NA,317.109521585573,418.377077350927,835.256,0.711366397361594,NA
153,80.172,0.71172063051416,0.392289945911861,2015_yk_102b,Yukon,2015,160.344,NA,NA,NA,317.109521585573,418.377077350927,835.256,0.711366397361594,NA
154,80.696,0.711400499210804,0.441365153394908,2015_yk_102b,Yukon,2015,161.392,NA,NA,NA,317.109521585573,418.377077350927,835.256,0.711366397361594,NA
155,81.22,0.710739183826622,0.423423868406566,2015_yk_102b,Yukon,2015,162.44,NA,NA,NA,317.109521585573,418.377077350927,835.256,0.711366397361594,NA
156,81.744,0.71212182953782,0.412228239780898,2015_yk_102b,Yukon,2015,163.488,NA,NA,NA,317.109521585573,418.377077350927,835.256,0.711366397361594,NA
157,82.268,0.711873445222677,0.427639421554279,2015_yk_102b,Yukon,2015,164.536,NA,NA,NA,317.109521585573,418.377077350927,835.256,0.711366397361594,NA
158,82.792,0.713733825173859,0.449757562799659,2015_yk_102b,Yukon,2015,165.584,NA,NA,NA,317.109521585573,418.377077350927,835.256,0.711366397361594,NA
159,83.316,0.711172632303768,0.444989297310359,2015_yk_102b,Yukon,2015,166.632,NA,NA,NA,317.109521585573,418.377077350927,835.256,0.711366397361594,NA
160,83.84,0.711211935936738,0.412875228475203,2015_yk_102b,Yukon,2015,167.68,NA,NA,NA,317.109521585573,418.377077350927,835.256,0.711366397361594,NA
161,84.364,0.70968909535244,0.429389126477482,2015_yk_102b,Yukon,2015,168.728,NA,NA,NA,317.109521585573,418.377077350927,835.256,0.711366397361594,NA
162,84.888,0.714161941977451,0.434456902091711,2015_yk_102b,Yukon,2015,169.776,0.711089504059438,0.457086339123924,NA,317.109521585573,418.377077350927,835.256,0.711366397361594,NA
163,85.412,0.708853756941024,0.446964911001748,2015_yk_102b,Yukon,2015,170.824,0.711118215524264,0.465185369612208,0.00809903048828403,317.109521585573,418.377077350927,835.256,0.711366397361594,NA
164,85.936,0.711762836273234,0.447156715003558,2015_yk_102b,Yukon,2015,171.872,0.711099456435124,0.470291844935354,0.00510647532314579,317.109521585573,418.377077350927,835.256,0.711366397361594,NA
165,86.46,0.708661582048732,0.467575629003744,2015_yk_102b,Yukon,2015,172.92,0.71108079660954,0.475567105642938,0.00527526070758383,317.109521585573,418.377077350927,835.256,0.711366397361594,NA
166,86.984,0.710768599319683,0.492526722368947,2015_yk_102b,Yukon,2015,173.968,0.71111471898473,0.482199546829102,0.00663244118616441,317.109521585573,418.377077350927,835.256,0.711366397361594,NA
167,87.508,0.710769549287234,0.500126988908891,2015_yk_102b,Yukon,2015,175.016,0.7111201433251,0.489946166902516,0.0077466200734142,317.109521585573,418.377077350927,835.256,0.711366397361594,NA
168,88.032,0.710879071648966,0.518340578558635,2015_yk_102b,Yukon,2015,176.064,0.71114615810608,0.497732642733242,0.00778647583072628,317.109521585573,418.377077350927,835.256,0.711366397361594,NA
169,88.556,0.712271650226464,0.556820811412022,2015_yk_102b,Yukon,2015,177.112,0.711138273724112,0.505367766927873,0.00763512419463086,317.109521585573,418.377077350927,835.256,0.711366397361594,NA
