Cycle,time,Iso,Sr88,Time,Microns,Fish_id,Watershed,Year,Iso_MA,Sr88_MA,Sr88_MA_Gradient,natal_microns_start,natal_microns_end,marine_start,natal_origin_iso,Core
1,0.524,0.705766,1.073878,0.524,1.048,2011_nk_80,Nush,2011,NA,NA,NA,727.45469826935,834.031579336455,1214.632,0.706053425742574,354.87166656071446
2,1.048,0.706451,1.040215,1.048,2.096,2011_nk_80,Nush,2011,NA,NA,NA,727.45469826935,834.031579336455,1214.632,0.706053425742574,354.87166656071446
3,1.572,0.705108,1.05479,1.572,3.144,2011_nk_80,Nush,2011,NA,NA,NA,727.45469826935,834.031579336455,1214.632,0.706053425742574,354.87166656071446
4,2.096,0.706002,1.104032,2.096,4.192,2011_nk_80,Nush,2011,NA,NA,NA,727.45469826935,834.031579336455,1214.632,0.706053425742574,354.87166656071446
5,2.62,0.707092,1.104896,2.62,5.24,2011_nk_80,Nush,2011,NA,NA,NA,727.45469826935,834.031579336455,1214.632,0.706053425742574,354.87166656071446
6,3.144,0.705898,1.099848,3.144,6.288,2011_nk_80,Nush,2011,NA,NA,NA,727.45469826935,834.031579336455,1214.632,0.706053425742574,354.87166656071446
7,3.668,0.705932,1.063666,3.668,7.336,2011_nk_80,Nush,2011,NA,NA,NA,727.45469826935,834.031579336455,1214.632,0.706053425742574,354.87166656071446
8,4.192,0.705115,1.042744,4.192,8.384,2011_nk_80,Nush,2011,NA,NA,NA,727.45469826935,834.031579336455,1214.632,0.706053425742574,354.87166656071446
9,4.716,0.706525,1.068329,4.716,9.432,2011_nk_80,Nush,2011,NA,NA,NA,727.45469826935,834.031579336455,1214.632,0.706053425742574,354.87166656071446
10,5.24,0.706756,1.077201,5.24,10.48,2011_nk_80,Nush,2011,NA,NA,NA,727.45469826935,834.031579336455,1214.632,0.706053425742574,354.87166656071446
11,5.764,0.706971,1.057801,5.764,11.528,2011_nk_80,Nush,2011,NA,NA,NA,727.45469826935,834.031579336455,1214.632,0.706053425742574,354.87166656071446
12,6.288,0.705578,1.058674,6.288,12.576,2011_nk_80,Nush,2011,NA,NA,NA,727.45469826935,834.031579336455,1214.632,0.706053425742574,354.87166656071446
13,6.812,0.704842,1.024193,6.812,13.624,2011_nk_80,Nush,2011,NA,NA,NA,727.45469826935,834.031579336455,1214.632,0.706053425742574,354.87166656071446
14,7.336,0.70693,1.048506,7.336,14.672,2011_nk_80,Nush,2011,NA,NA,NA,727.45469826935,834.031579336455,1214.632,0.706053425742574,354.87166656071446
15,7.86,0.70599,1.052467,7.86,15.72,2011_nk_80,Nush,2011,NA,NA,NA,727.45469826935,834.031579336455,1214.632,0.706053425742574,354.87166656071446
16,8.384,0.706451,1.027138,8.384,16.768,2011_nk_80,Nush,2011,NA,NA,NA,727.45469826935,834.031579336455,1214.632,0.706053425742574,354.87166656071446
17,8.908,0.706756,1.009224,8.908,17.816,2011_nk_80,Nush,2011,NA,NA,NA,727.45469826935,834.031579336455,1214.632,0.706053425742574,354.87166656071446
18,9.432,0.704998,1.006076,9.432,18.864,2011_nk_80,Nush,2011,NA,NA,NA,727.45469826935,834.031579336455,1214.632,0.706053425742574,354.87166656071446
19,9.956,0.705535,1.025776,9.956,19.912,2011_nk_80,Nush,2011,NA,NA,NA,727.45469826935,834.031579336455,1214.632,0.706053425742574,354.87166656071446
20,10.48,0.706264,1.02858,10.48,20.96,2011_nk_80,Nush,2011,NA,NA,NA,727.45469826935,834.031579336455,1214.632,0.706053425742574,354.87166656071446
21,11.004,0.705589,1.032484,11.004,22.008,2011_nk_80,Nush,2011,NA,NA,NA,727.45469826935,834.031579336455,1214.632,0.706053425742574,354.87166656071446
22,11.528,0.70593,0.985525,11.528,23.056,2011_nk_80,Nush,2011,NA,NA,NA,727.45469826935,834.031579336455,1214.632,0.706053425742574,354.87166656071446
23,12.052,0.7044,0.998604,12.052,24.104,2011_nk_80,Nush,2011,NA,NA,NA,727.45469826935,834.031579336455,1214.632,0.706053425742574,354.87166656071446
24,12.576,0.704621,1.062462,12.576,25.152,2011_nk_80,Nush,2011,NA,NA,NA,727.45469826935,834.031579336455,1214.632,0.706053425742574,354.87166656071446
25,13.1,0.705145,1.056776,13.1,26.2,2011_nk_80,Nush,2011,NA,NA,NA,727.45469826935,834.031579336455,1214.632,0.706053425742574,354.87166656071446
26,13.624,0.707187,1.028469,13.624,27.248,2011_nk_80,Nush,2011,NA,NA,NA,727.45469826935,834.031579336455,1214.632,0.706053425742574,354.87166656071446
27,14.148,0.70546,0.990006,14.148,28.296,2011_nk_80,Nush,2011,NA,NA,NA,727.45469826935,834.031579336455,1214.632,0.706053425742574,354.87166656071446
28,14.672,0.70589,1.011967,14.672,29.344,2011_nk_80,Nush,2011,NA,NA,NA,727.45469826935,834.031579336455,1214.632,0.706053425742574,354.87166656071446
29,15.196,0.70606,1.083693,15.196,30.392,2011_nk_80,Nush,2011,NA,NA,NA,727.45469826935,834.031579336455,1214.632,0.706053425742574,354.87166656071446
30,15.72,0.706257,1.071717,15.72,31.44,2011_nk_80,Nush,2011,0.706037866666666,1.08666383333333,NA,727.45469826935,834.031579336455,1214.632,0.706053425742574,354.87166656071446
31,16.244,0.706094,1.060821,16.244,32.488,2011_nk_80,Nush,2011,0.706034483333333,1.0882097,0.00154586666666678,727.45469826935,834.031579336455,1214.632,0.706053425742574,354.87166656071446
32,16.768,0.70577,1.0511489999999999,16.768,33.536,2011_nk_80,Nush,2011,0.706011816666666,1.0904684,0.00225869999999984,727.45469826935,834.031579336455,1214.632,0.706053425742574,354.87166656071446
33,17.292,0.706085,1.080214,17.292,34.584,2011_nk_80,Nush,2011,0.706024483333333,1.09326255,0.00279414999999994,727.45469826935,834.031579336455,1214.632,0.706053425742574,354.87166656071446
34,17.816,0.707316,1.128772,17.816,35.632,2011_nk_80,Nush,2011,0.706042683333333,1.09574863333333,0.00248608333333333,727.45469826935,834.031579336455,1214.632,0.706053425742574,354.87166656071446
35,18.34,0.706272,1.092199,18.34,36.68,2011_nk_80,Nush,2011,0.706034733333333,1.0974586,0.00170996666666667,727.45469826935,834.031579336455,1214.632,0.706053425742574,354.87166656071446
36,18.864,0.706776,1.082962,18.864,37.728,2011_nk_80,Nush,2011,0.7060282,1.09891096666667,0.00145236666666659,727.45469826935,834.031579336455,1214.632,0.706053425742574,354.87166656071446
37,19.388,0.707078,1.109449,19.388,38.776,2011_nk_80,Nush,2011,0.706009466666666,1.1013258,0.00241483333333359,727.45469826935,834.031579336455,1214.632,0.706053425742574,354.87166656071446
38,19.912,0.706089,1.111043,19.912,39.824,2011_nk_80,Nush,2011,0.7060186,1.10483551666667,0.00350971666666666,727.45469826935,834.031579336455,1214.632,0.706053425742574,354.87166656071446
