Cycle,Time,Iso,Sr88,Fish_id,Watershed,Year,Microns
138,72.312,7.1075623341119831e-001,0.8392464567271122,2015_yk_593,Yukon,2015,144.624
139,72.836,7.0846895456852532e-001,1.898678372318882,2015_yk_593,Yukon,2015,145.672
140,73.36,7.0731784473395798e-001,2.242615553811114,2015_yk_593,Yukon,2015,146.72
141,73.884,7.0854430085993891e-001,2.2359809225624323,2015_yk_593,Yukon,2015,147.768
142,74.408,7.0765990948891022e-001,2.207642777214983,2015_yk_593,Yukon,2015,148.816
143,74.932,7.0835878238383077e-001,2.110996482367127,2015_yk_593,Yukon,2015,149.864
144,75.456,7.0815556964053095e-001,1.9647451379415375,2015_yk_593,Yukon,2015,150.912
145,75.98,7.0803038496959247e-001,1.9200632165863047,2015_yk_593,Yukon,2015,151.96
146,76.504,7.0777778746259901e-001,1.9433962523649224,2015_yk_593,Yukon,2015,153.008
147,77.028,7.0776911915098240e-001,2.0179508556504797,2015_yk_593,Yukon,2015,154.056
148,77.552,7.0826860122877988e-001,1.958688721864212,2015_yk_593,Yukon,2015,155.104
149,78.07600000000001,7.0783992210911728e-001,1.8758590391663528,2015_yk_593,Yukon,2015,156.15200000000002
150,78.60000000000001,7.0855557576586869e-001,1.892739784758024,2015_yk_593,Yukon,2015,157.20000000000002
151,79.12400000000001,7.0827191607546691e-001,1.8537494348567185,2015_yk_593,Yukon,2015,158.24800000000002
152,79.64800000000001,7.0676145697336046e-001,1.773824813663326,2015_yk_593,Yukon,2015,159.29600000000002
153,80.172,7.0782350971329600e-001,1.7586542507048668,2015_yk_593,Yukon,2015,160.344
154,80.696,7.0711757507028861e-001,1.794755010379506,2015_yk_593,Yukon,2015,161.392
155,81.22,7.0751703219989348e-001,1.8055376402692511,2015_yk_593,Yukon,2015,162.44
156,81.744,7.0766780688355868e-001,1.74445533536176,2015_yk_593,Yukon,2015,163.488
157,82.268,7.0701696847990625e-001,1.7357019871098385,2015_yk_593,Yukon,2015,164.536
158,82.792,7.0778496923801149e-001,1.7683788985121027,2015_yk_593,Yukon,2015,165.584
159,83.316,7.0792822258502974e-001,1.7605081364437305,2015_yk_593,Yukon,2015,166.632
160,83.84,7.0760394287353545e-001,1.7417401448169854,2015_yk_593,Yukon,2015,167.68
161,84.364,7.0837717944595846e-001,1.7336771099615529,2015_yk_593,Yukon,2015,168.728
162,84.888,7.0781491936808738e-001,1.7353989329486652,2015_yk_593,Yukon,2015,169.776
163,85.412,7.0848164983775441e-001,1.7337875987412994,2015_yk_593,Yukon,2015,170.824
164,85.936,7.0753207062212198e-001,1.7102136011690987,2015_yk_593,Yukon,2015,171.872
165,86.46000000000001,7.0834183680245255e-001,1.6928835181465798,2015_yk_593,Yukon,2015,172.92000000000002
166,86.98400000000001,7.0802762659803231e-001,1.6977730105258524,2015_yk_593,Yukon,2015,173.96800000000002
167,87.50800000000001,7.0741894572530961e-001,1.6882844031807018,2015_yk_593,Yukon,2015,175.01600000000002
168,88.03200000000001,7.0707440433154967e-001,1.6614981911677504,2015_yk_593,Yukon,2015,176.06400000000002
169,88.55600000000001,7.0726429418615511e-001,1.6543092372639316,2015_yk_593,Yukon,2015,177.11200000000002
170,89.08,7.0801983204628172e-001,1.6743024892540777,2015_yk_593,Yukon,2015,178.16
171,89.604,7.0750582150815000e-001,1.6663862530109497,2015_yk_593,Yukon,2015,179.208
172,90.128,7.0617596193606513e-001,1.6181540416900937,2015_yk_593,Yukon,2015,180.256
173,90.652,7.0870205906807848e-001,1.59727900702676,2015_yk_593,Yukon,2015,181.304
174,91.176,7.0651282167936202e-001,1.6100186888275942,2015_yk_593,Yukon,2015,182.352
175,91.7,7.0714068364090066e-001,1.6140701813498124,2015_yk_593,Yukon,2015,183.4
176,92.224,7.0725712168945332e-001,1.5777594591969757,2015_yk_593,Yukon,2015,184.448
177,92.748,7.0748339821150319e-001,1.5904943481745843,2015_yk_593,Yukon,2015,185.496
178,93.272,7.0732606333430470e-001,1.5642090641113513,2015_yk_593,Yukon,2015,186.544
179,93.796,7.0789842840133643e-001,1.5161595790479914,2015_yk_593,Yukon,2015,187.592
180,94.32000000000001,7.0744830534989811e-001,1.479981194717532,2015_yk_593,Yukon,2015,188.64000000000001
181,94.84400000000001,7.0786042584601261e-001,1.511364757241128,2015_yk_593,Yukon,2015,189.68800000000002
182,95.36800000000001,7.0805522055277603e-001,1.5286829110088045,2015_yk_593,Yukon,2015,190.73600000000002
183,95.89200000000001,7.0782205992552127e-001,1.4491602031558113,2015_yk_593,Yukon,2015,191.78400000000002
184,96.41600000000001,7.0701414214951452e-001,1.4513635340427655,2015_yk_593,Yukon,2015,192.83200000000002
185,96.94,7.0801972584935458e-001,1.4757839040104677,2015_yk_593,Yukon,2015,193.88
186,97.464,7.0780823883089106e-001,1.4350878801788027,2015_yk_593,Yukon,2015,194.928
187,97.988,7.0758027222835451e-001,1.4121452580915814,2015_yk_593,Yukon,2015,195.976
