Cycle,time,Iso,Sr88,Time,Microns,Fish_id,Watershed,Year
1,0.524,0.708808,2.222841,0.524,1.048,2011_nk_57b,Nush,2011
2,1.048,0.708922,2.174677,1.048,2.096,2011_nk_57b,Nush,2011
3,1.572,0.709686,2.179682,1.572,3.144,2011_nk_57b,Nush,2011
4,2.096,0.709359,2.115484,2.096,4.192,2011_nk_57b,Nush,2011
5,2.62,0.708962,2.065759,2.62,5.24,2011_nk_57b,Nush,2011
6,3.144,0.708625,2.026975,3.144,6.288,2011_nk_57b,Nush,2011
7,3.668,0.70913,2.093924,3.668,7.336,2011_nk_57b,Nush,2011
8,4.192,0.709166,2.120122,4.192,8.384,2011_nk_57b,Nush,2011
9,4.716,0.709042,2.255596,4.716,9.432,2011_nk_57b,Nush,2011
10,5.24,0.70873,2.261108,5.24,10.48,2011_nk_57b,Nush,2011
11,5.764,0.709007,2.314978,5.764,11.528,2011_nk_57b,Nush,2011
12,6.288,0.709357,2.30929,6.288,12.576,2011_nk_57b,Nush,2011
13,6.812,0.709427,2.299976,6.812,13.624,2011_nk_57b,Nush,2011
14,7.336,0.70847,2.391807,7.336,14.672,2011_nk_57b,Nush,2011
15,7.86,0.709584,2.48392,7.86,15.72,2011_nk_57b,Nush,2011
16,8.384,0.709222,2.507972,8.384,16.768,2011_nk_57b,Nush,2011
17,8.908,0.708959,2.396122,8.908000000000001,17.816000000000003,2011_nk_57b,Nush,2011
18,9.432,0.708466,2.34145,9.432000000000002,18.864000000000004,2011_nk_57b,Nush,2011
19,9.956,0.709382,2.319802,9.956,19.912,2011_nk_57b,Nush,2011
20,10.48,0.709295,2.313254,10.48,20.96,2011_nk_57b,Nush,2011
21,11.004,0.70936,2.380597,11.004000000000001,22.008000000000003,2011_nk_57b,Nush,2011
22,11.528,0.709648,2.329394,11.528000000000002,23.056000000000004,2011_nk_57b,Nush,2011
23,12.052,0.708688,2.285938,12.052,24.104,2011_nk_57b,Nush,2011
24,12.576,0.71028,2.286456,12.576,25.152,2011_nk_57b,Nush,2011
25,13.1,0.708961,2.300775,13.100000000000001,26.200000000000003,2011_nk_57b,Nush,2011
26,13.624,0.709259,2.335814,13.624000000000002,27.248000000000005,2011_nk_57b,Nush,2011
27,14.148,0.70941,2.382341,14.148,28.296,2011_nk_57b,Nush,2011
28,14.672,0.708817,2.437052,14.672,29.344,2011_nk_57b,Nush,2011
29,15.196,0.709116,2.328259,15.196000000000002,30.392000000000003,2011_nk_57b,Nush,2011
30,15.72,0.708438,2.130132,15.720000000000002,31.440000000000005,2011_nk_57b,Nush,2011
31,16.244,0.709035,1.992281,16.244,32.488,2011_nk_57b,Nush,2011
32,16.768,0.7085,1.993245,16.768,33.536,2011_nk_57b,Nush,2011
