Cycle,time,Iso,Sr88,Time,Microns,Fish_id,Watershed,Year
1,0.524,0.7097648,2.6212509,0.524,1.048,2011_nk_241,Nush,2011
2,1.048,0.7097932,2.6037629,1.048,2.096,2011_nk_241,Nush,2011
3,1.524,0.7085924,2.6258773,1.572,3.144,2011_nk_241,Nush,2011
4,2.048,0.7091992,2.6598212,2.096,4.192,2011_nk_241,Nush,2011
5,2.524,0.709497,2.6331548,2.62,5.24,2011_nk_241,Nush,2011
6,3.048,0.7096207,2.5913016,3.144,6.288,2011_nk_241,Nush,2011
7,3.524,0.7101752,2.5124569,3.668,7.336,2011_nk_241,Nush,2011
8,4.048,0.7092329,2.4419692,4.192,8.384,2011_nk_241,Nush,2011
9,4.524,0.7088818,2.4122456,4.716,9.432,2011_nk_241,Nush,2011
10,5.048,0.7091574,2.393714,5.24,10.48,2011_nk_241,Nush,2011
11,5.524,0.7089434,2.5443753,5.764,11.528,2011_nk_241,Nush,2011
12,6.048,0.7098675,2.5298772,6.288,12.576,2011_nk_241,Nush,2011
13,6.524,0.7091232,2.4515513,6.812,13.624,2011_nk_241,Nush,2011
14,7.048,0.7094265,2.4417981,7.336,14.672,2011_nk_241,Nush,2011
15,7.524,0.709449,2.4119788,7.86,15.72,2011_nk_241,Nush,2011
16,8.048,0.7089483,2.4148631,8.384,16.768,2011_nk_241,Nush,2011
17,8.524,0.7090224,2.4375893,8.908000000000001,17.816000000000003,2011_nk_241,Nush,2011
18,9.048,0.7100232,2.4580558,9.432000000000002,18.864000000000004,2011_nk_241,Nush,2011
19,9.524,0.7090657,2.4525441,9.956,19.912,2011_nk_241,Nush,2011
20,10.048,0.7091339,2.4064876,10.48,20.96,2011_nk_241,Nush,2011
21,10.524,0.7093689,2.3640401,11.004000000000001,22.008000000000003,2011_nk_241,Nush,2011
22,11.048,0.7089363,2.3411818,11.528000000000002,23.056000000000004,2011_nk_241,Nush,2011
23,11.524,0.709551,2.3454977,12.052,24.104,2011_nk_241,Nush,2011
24,12.048,0.7087221,2.3114019,12.576,25.152,2011_nk_241,Nush,2011
25,12.524,0.7093855,2.3317325,13.100000000000001,26.200000000000003,2011_nk_241,Nush,2011
26,13.048,0.7091131,2.3523628,13.624000000000002,27.248000000000005,2011_nk_241,Nush,2011
27,13.524,0.7094468,2.3843597,14.148,28.296,2011_nk_241,Nush,2011
28,14.048,0.7087673,2.3999098,14.672,29.344,2011_nk_241,Nush,2011
29,14.524,0.7102108,2.4242972,15.196000000000002,30.392000000000003,2011_nk_241,Nush,2011
30,15.048,0.7094326,2.4033069,15.720000000000002,31.440000000000005,2011_nk_241,Nush,2011
31,15.524,0.7096492,2.3687967,16.244,32.488,2011_nk_241,Nush,2011
32,16.048,0.7091902,2.3950666,16.768,33.536,2011_nk_241,Nush,2011
33,16.524,0.7085316,2.4289135,17.292,34.584,2011_nk_241,Nush,2011
34,17.048,0.7089936,2.5060906,17.816000000000003,35.632000000000005,2011_nk_241,Nush,2011
35,17.524,0.7089063,2.5344226,18.340000000000003,36.68000000000001,2011_nk_241,Nush,2011
36,18.048,0.7085771,2.5132267,18.864,37.728,2011_nk_241,Nush,2011
37,18.524,0.7093462,2.5532567,19.388,38.776,2011_nk_241,Nush,2011
38,19.048,0.7091946,2.5444677,19.912000000000003,39.824000000000005,2011_nk_241,Nush,2011
39,19.524,0.708872,2.57946,20.436,40.872,2011_nk_241,Nush,2011
40,20.048,0.709599,2.6530724,20.96,41.92,2011_nk_241,Nush,2011
41,20.524,0.7096363,2.6962746,21.484,42.968,2011_nk_241,Nush,2011
42,21.048,0.7094655,2.727071,22.008000000000003,44.016000000000005,2011_nk_241,Nush,2011
43,21.524,0.70866,2.7357201,22.532000000000004,45.06400000000001,2011_nk_241,Nush,2011
44,22.048,0.7094044,2.6869441,23.056,46.112,2011_nk_241,Nush,2011
45,22.524,0.7091783,2.7035356,23.580000000000002,47.160000000000004,2011_nk_241,Nush,2011
46,23.048,0.7093933,2.7521421,24.104000000000003,48.208000000000006,2011_nk_241,Nush,2011
47,23.524,0.7093391,2.724648,24.628,49.256,2011_nk_241,Nush,2011
48,24.048,0.7090598,2.7288922,25.152,50.304,2011_nk_241,Nush,2011
49,24.524,0.7092356,2.7883765,25.676000000000002,51.352000000000004,2011_nk_241,Nush,2011
50,25.048,0.7091177,2.7416606,26.200000000000003,52.400000000000006,2011_nk_241,Nush,2011
51,25.524,0.7093468,2.7862978,26.724000000000004,53.44800000000001,2011_nk_241,Nush,2011
52,26.048,0.7098102,2.7765639,27.248,54.496,2011_nk_241,Nush,2011
53,26.524,0.7090591,2.801878,27.772000000000002,55.544000000000004,2011_nk_241,Nush,2011
54,27.048,0.7089705,2.7945251,28.296000000000003,56.592000000000006,2011_nk_241,Nush,2011
55,27.524,0.7089798,2.7751816,28.82,57.64,2011_nk_241,Nush,2011
56,28.048,0.7087582,2.7590264,29.344,58.688,2011_nk_241,Nush,2011
57,28.524,0.7087809,2.7199104,29.868000000000002,59.736000000000004,2011_nk_241,Nush,2011
58,29.048,0.7089229,2.7311819,30.392000000000003,60.784000000000006,2011_nk_241,Nush,2011
59,29.524,0.7089351,2.6862923,30.916000000000004,61.83200000000001,2011_nk_241,Nush,2011
60,30.048,0.7092624,2.6304014,31.44,62.88,2011_nk_241,Nush,2011
61,30.524,0.7092363,2.6309778,31.964000000000002,63.928000000000004,2011_nk_241,Nush,2011
62,31.048,0.7091667,2.7139544,32.488,64.976,2011_nk_241,Nush,2011
63,31.524,0.7087724,2.7208176,33.012,66.024,2011_nk_241,Nush,2011
64,32.048,0.7087247,2.7470662,33.536,67.072,2011_nk_241,Nush,2011
65,32.524,0.7093186,2.71237,34.06,68.12,2011_nk_241,Nush,2011
66,33.048,0.7092093,2.7092848,34.584,69.168,2011_nk_241,Nush,2011
67,33.524,0.7090533,2.6950262,35.108000000000004,70.21600000000001,2011_nk_241,Nush,2011
68,34.048,0.7088109,2.6965226,35.632000000000005,71.26400000000001,2011_nk_241,Nush,2011
69,34.524,0.7092233,2.717395,36.156000000000006,72.31200000000001,2011_nk_241,Nush,2011
70,35.048,0.70923,2.6629469,36.68,73.36,2011_nk_241,Nush,2011
71,35.524,0.7089832,2.6515263,37.204,74.408,2011_nk_241,Nush,2011
72,36.048,0.7093957,2.6815817,37.728,75.456,2011_nk_241,Nush,2011
73,36.524,0.7086485,2.7118926,38.252,76.504,2011_nk_241,Nush,2011
74,37.048,0.7085564,2.6843177,38.776,77.552,2011_nk_241,Nush,2011
75,37.524,0.7096816,2.64389,39.300000000000004,78.60000000000001,2011_nk_241,Nush,2011
76,38.048,0.7086936,2.6575721,39.824000000000005,79.64800000000001,2011_nk_241,Nush,2011
77,38.524,0.7094922,2.7601095,40.348,80.696,2011_nk_241,Nush,2011
78,39.048,0.7088528,2.7665093,40.872,81.744,2011_nk_241,Nush,2011
79,39.524,0.7092259,2.8190831,41.396,82.792,2011_nk_241,Nush,2011
80,40.048,0.709062,2.8297057,41.92,83.84,2011_nk_241,Nush,2011
81,40.524,0.7087944,2.9477902,42.444,84.888,2011_nk_241,Nush,2011
82,41.048,0.7087794,2.8007106,42.968,85.936,2011_nk_241,Nush,2011
83,41.524,0.7092951,2.8537685,43.492000000000004,86.98400000000001,2011_nk_241,Nush,2011
84,42.048,0.7090294,2.9769422,44.016000000000005,88.03200000000001,2011_nk_241,Nush,2011
85,42.524,0.709582,3.0881964,44.540000000000006,89.08000000000001,2011_nk_241,Nush,2011
86,43.048,0.7089658,3.1077192,45.064,90.128,2011_nk_241,Nush,2011
87,43.524,0.7091793,3.0873263,45.588,91.176,2011_nk_241,Nush,2011
88,44.048,0.7093347,3.0226478,46.112,92.224,2011_nk_241,Nush,2011
89,44.524,0.7091332,2.9194607,46.636,93.272,2011_nk_241,Nush,2011
90,45.048,0.7088788,2.8816134,47.160000000000004,94.32000000000001,2011_nk_241,Nush,2011
91,45.524,0.7093613,2.8674458,47.684000000000005,95.36800000000001,2011_nk_241,Nush,2011
92,46.048,0.7094379,2.956102,48.208000000000006,96.41600000000001,2011_nk_241,Nush,2011
93,46.524,0.709212,3.0566173,48.732,97.464,2011_nk_241,Nush,2011
94,47.048,0.7092091,3.0002305,49.256,98.512,2011_nk_241,Nush,2011
95,47.524,0.709101,2.993174,49.78,99.56,2011_nk_241,Nush,2011
96,48.048,0.7087921,2.9663447,50.304,100.608,2011_nk_241,Nush,2011
97,48.524,0.7086368,2.9114868,50.828,101.656,2011_nk_241,Nush,2011
98,49.048,0.7090571,2.8305198,51.352000000000004,102.70400000000001,2011_nk_241,Nush,2011
99,49.524,0.7089539,2.7948176,51.876000000000005,103.75200000000001,2011_nk_241,Nush,2011
100,50.048,0.7091578,2.7310492,52.400000000000006,104.80000000000001,2011_nk_241,Nush,2011
101,50.524,0.7089042,2.7152213,52.92400000000001,105.84800000000001,2011_nk_241,Nush,2011
102,51.048,0.7089182,2.6526017,53.448,106.896,2011_nk_241,Nush,2011
103,51.524,0.7088584,2.6084013,53.972,107.944,2011_nk_241,Nush,2011
104,52.048,0.7091738,2.7310031,54.496,108.992,2011_nk_241,Nush,2011
105,52.524,0.7093601,2.7608517,55.02,110.04,2011_nk_241,Nush,2011
106,53.048,0.7087811,2.7190437,55.544000000000004,111.08800000000001,2011_nk_241,Nush,2011
107,53.524,0.7090854,2.7358423,56.068000000000005,112.13600000000001,2011_nk_241,Nush,2011
108,54.048,0.7091638,2.7420153,56.592000000000006,113.18400000000001,2011_nk_241,Nush,2011
109,54.524,0.7089471,2.6506758,57.116,114.232,2011_nk_241,Nush,2011
110,55.048,0.7094349,2.6258878,57.64,115.28,2011_nk_241,Nush,2011
111,55.524,0.7091522,2.6344117,58.164,116.328,2011_nk_241,Nush,2011
112,56.048,0.7090579,2.6299551,58.688,117.376,2011_nk_241,Nush,2011
113,56.524,0.7089407,2.642136,59.212,118.424,2011_nk_241,Nush,2011
114,57.048,0.7089741,2.7229398,59.736000000000004,119.47200000000001,2011_nk_241,Nush,2011
115,57.524,0.7092481,2.7082265,60.260000000000005,120.52000000000001,2011_nk_241,Nush,2011
116,58.048,0.7093024,2.6701383,60.784000000000006,121.56800000000001,2011_nk_241,Nush,2011
117,58.524,0.7088971,2.6439149,61.30800000000001,122.61600000000001,2011_nk_241,Nush,2011
118,59.048,0.7094539,2.6196027,61.832,123.664,2011_nk_241,Nush,2011
119,59.524,0.7092039,2.5989277,62.356,124.712,2011_nk_241,Nush,2011
120,60.048,0.7090755,2.610075,62.88,125.76,2011_nk_241,Nush,2011
121,60.524,0.7090817,2.6046786,63.404,126.808,2011_nk_241,Nush,2011
122,61.048,0.7099867,2.5887817,63.928000000000004,127.85600000000001,2011_nk_241,Nush,2011
123,61.524,0.7087713,2.5864245,64.452,128.904,2011_nk_241,Nush,2011
124,62.048,0.709404,2.6139368,64.976,129.952,2011_nk_241,Nush,2011
125,62.524,0.70871170000000006,2.6168476,65.5,131,2011_nk_241,Nush,2011
126,63.048,0.7094745,2.5970706,66.024,132.048,2011_nk_241,Nush,2011
127,63.524,0.7088927,2.5986517,66.548,133.096,2011_nk_241,Nush,2011
128,64.048,0.7089832,2.5670441,67.072,134.144,2011_nk_241,Nush,2011
129,64.524,0.7085459,2.5828829,67.596,135.192,2011_nk_241,Nush,2011
130,65.048,0.7091887,2.542791,68.12,136.24,2011_nk_241,Nush,2011
131,65.524,0.7085576,2.577608,68.644,137.288,2011_nk_241,Nush,2011
132,66.048,0.7093337,2.5690699,69.168,138.336,2011_nk_241,Nush,2011
133,66.524,0.7093212,2.5346786,69.69200000000001,139.38400000000001,2011_nk_241,Nush,2011
134,67.048,0.708955,2.5686735,70.21600000000001,140.43200000000002,2011_nk_241,Nush,2011
135,67.524,0.7100116,2.5951032,70.74000000000001,141.48000000000002,2011_nk_241,Nush,2011
136,68.048,0.7090032,2.6038477,71.26400000000001,142.52800000000002,2011_nk_241,Nush,2011
137,68.524,0.7089859,2.6226353,71.78800000000001,143.57600000000002,2011_nk_241,Nush,2011
138,69.048,0.7093284,2.6294521,72.312,144.624,2011_nk_241,Nush,2011
139,69.524,0.7092151,2.6572265,72.836,145.672,2011_nk_241,Nush,2011
140,70.048,0.7091476,2.6497463,73.36,146.72,2011_nk_241,Nush,2011
141,70.524,0.709559,2.5979015,73.884,147.768,2011_nk_241,Nush,2011
142,71.048,0.7090708,2.574843,74.408,148.816,2011_nk_241,Nush,2011
143,71.524,0.7092992,2.5957094,74.932,149.864,2011_nk_241,Nush,2011
144,72.048,0.7091271,2.5566086,75.456,150.912,2011_nk_241,Nush,2011
145,72.524,0.7091901,2.6079422,75.98,151.96,2011_nk_241,Nush,2011
146,73.048,0.7094292,2.6052021,76.504,153.008,2011_nk_241,Nush,2011
147,73.524,0.7090201,2.6075796,77.028,154.056,2011_nk_241,Nush,2011
148,74.048,0.7089115,2.6048347,77.552,155.104,2011_nk_241,Nush,2011
149,74.524,0.7085657,2.6022972,78.07600000000001,156.15200000000002,2011_nk_241,Nush,2011
150,75.048,0.7094884,2.6198236,78.60000000000001,157.20000000000002,2011_nk_241,Nush,2011
151,75.524,0.709166,2.5900722,79.12400000000001,158.24800000000002,2011_nk_241,Nush,2011
152,76.048,0.7089397,2.5855182,79.64800000000001,159.29600000000002,2011_nk_241,Nush,2011
153,76.524,0.7089698,2.5969645,80.172,160.344,2011_nk_241,Nush,2011
154,77.048,0.7091974,2.6473341,80.696,161.392,2011_nk_241,Nush,2011
155,77.524,0.70892,2.6692781,81.22,162.44,2011_nk_241,Nush,2011
156,78.048,0.7091811,2.6548487,81.744,163.488,2011_nk_241,Nush,2011
157,78.524,0.7091022,2.6604598,82.268,164.536,2011_nk_241,Nush,2011
158,79.048,0.7087105,2.6716834,82.792,165.584,2011_nk_241,Nush,2011
159,79.524,0.7096218,2.6953751,83.316,166.632,2011_nk_241,Nush,2011
160,80.048,0.708853,2.6335023,83.84,167.68,2011_nk_241,Nush,2011
161,80.524,0.7088752,2.6524618,84.364,168.728,2011_nk_241,Nush,2011
162,81.048,0.7092123,2.6552916,84.888,169.776,2011_nk_241,Nush,2011
163,81.524,0.7097542,2.6431181,85.412,170.824,2011_nk_241,Nush,2011
164,82.048,0.7095152,2.5877994,85.936,171.872,2011_nk_241,Nush,2011
165,82.524,0.7085604,2.6194929,86.46000000000001,172.92000000000002,2011_nk_241,Nush,2011
166,83.048,0.7088819,2.5616347,86.98400000000001,173.96800000000002,2011_nk_241,Nush,2011
167,83.524,0.7086515,2.5291111,87.50800000000001,175.01600000000002,2011_nk_241,Nush,2011
168,84.048,0.7089619,2.5189244,88.03200000000001,176.06400000000002,2011_nk_241,Nush,2011
169,84.524,0.7087119,2.5429184,88.55600000000001,177.11200000000002,2011_nk_241,Nush,2011
170,85.048,0.7087731,2.4913239,89.08,178.16,2011_nk_241,Nush,2011
171,85.524,0.7094736,2.456833,89.604,179.208,2011_nk_241,Nush,2011
172,86.048,0.7092097,2.445042,90.128,180.256,2011_nk_241,Nush,2011
173,86.524,0.7092221,2.4405167,90.652,181.304,2011_nk_241,Nush,2011
174,87.048,0.709387,2.4231579,91.176,182.352,2011_nk_241,Nush,2011
175,87.524,0.7087744,2.3787442,91.7,183.4,2011_nk_241,Nush,2011
176,88.048,0.7092619,2.4001159,92.224,184.448,2011_nk_241,Nush,2011
177,88.524,0.7090515,2.3779752,92.748,185.496,2011_nk_241,Nush,2011
178,89.048,0.7082854,2.3672144,93.272,186.544,2011_nk_241,Nush,2011
179,89.524,0.7097674,2.3372471,93.796,187.592,2011_nk_241,Nush,2011
180,90.048,0.7083256,2.3452406,94.32000000000001,188.64000000000001,2011_nk_241,Nush,2011
181,90.524,0.7088367,2.3083526,94.84400000000001,189.68800000000002,2011_nk_241,Nush,2011
182,91.048,0.7088139,2.2866071,95.36800000000001,190.73600000000002,2011_nk_241,Nush,2011
183,91.524,0.7089507,2.3351766,95.89200000000001,191.78400000000002,2011_nk_241,Nush,2011
184,92.048,0.709355,2.2875927,96.41600000000001,192.83200000000002,2011_nk_241,Nush,2011
185,92.524,0.7089927,2.2694032,96.94,193.88,2011_nk_241,Nush,2011
186,93.048,0.708891,2.3154061,97.464,194.928,2011_nk_241,Nush,2011
187,93.524,0.7085197,2.25374,97.988,195.976,2011_nk_241,Nush,2011
188,94.048,0.7092295,2.2586657,98.512,197.024,2011_nk_241,Nush,2011
189,94.524,0.7081615,2.2078705,99.036,198.072,2011_nk_241,Nush,2011
190,95.048,0.7091734,2.2150004,99.56,199.12,2011_nk_241,Nush,2011
191,95.524,0.7093692,2.1606845,100.084,200.168,2011_nk_241,Nush,2011
192,96.048,0.709016,2.1301752,100.608,201.216,2011_nk_241,Nush,2011
193,96.524,0.7085205,2.1285632,101.132,202.264,2011_nk_241,Nush,2011
194,97.048,0.7085762,2.1147927,101.656,203.312,2011_nk_241,Nush,2011
195,97.524,0.7091097,2.090993,102.18,204.36,2011_nk_241,Nush,2011
196,98.048,0.7093728,2.0413084,102.70400000000001,205.40800000000002,2011_nk_241,Nush,2011
197,98.524,0.7085007,2.0342899,103.22800000000001,206.45600000000002,2011_nk_241,Nush,2011
198,99.048,0.7085879,1.9967923,103.75200000000001,207.50400000000002,2011_nk_241,Nush,2011
199,99.524,0.7083237,1.9530911,104.27600000000001,208.55200000000002,2011_nk_241,Nush,2011
200,100.048,0.7086843,1.906343,104.80000000000001,209.60000000000002,2011_nk_241,Nush,2011
201,100.524,0.7087597,1.9069861,105.32400000000001,210.64800000000002,2011_nk_241,Nush,2011
202,101.048,0.7091559,1.8810924,105.848,211.696,2011_nk_241,Nush,2011
203,101.524,0.7083546,1.8323651,106.372,212.744,2011_nk_241,Nush,2011
204,102.048,0.7077081,1.7967671,106.896,213.792,2011_nk_241,Nush,2011
205,102.524,0.7092911,1.762855,107.42,214.84,2011_nk_241,Nush,2011
206,103.048,0.7083583,1.7523596,107.944,215.888,2011_nk_241,Nush,2011
207,103.524,0.7087474,1.7375433,108.468,216.936,2011_nk_241,Nush,2011
208,104.048,0.7083105,1.7132609,108.992,217.984,2011_nk_241,Nush,2011
209,104.524,0.70891,1.674245,109.516,219.032,2011_nk_241,Nush,2011
210,105.048,0.7083383,1.6374284,110.04,220.08,2011_nk_241,Nush,2011
211,105.524,0.7080056,1.6317413,110.56400000000001,221.12800000000001,2011_nk_241,Nush,2011
212,106.048,0.7086618,1.5950334,111.08800000000001,222.17600000000002,2011_nk_241,Nush,2011
213,106.524,0.7074531,1.5957096,111.61200000000001,223.22400000000002,2011_nk_241,Nush,2011
214,107.048,0.7088112,1.5881551,112.13600000000001,224.27200000000002,2011_nk_241,Nush,2011
215,107.524,0.7078353,1.5728797,112.66000000000001,225.32000000000002,2011_nk_241,Nush,2011
216,108.048,0.7089769,1.5125188,113.18400000000001,226.36800000000002,2011_nk_241,Nush,2011
217,108.524,0.7073902,1.5000023,113.708,227.416,2011_nk_241,Nush,2011
218,109.048,0.7073086,1.4593277,114.232,228.464,2011_nk_241,Nush,2011
219,109.524,0.7071786,1.435006,114.756,229.512,2011_nk_241,Nush,2011
220,110.048,0.7064812,1.4251275,115.28,230.56,2011_nk_241,Nush,2011
221,110.524,0.7084387,1.3898294,115.804,231.608,2011_nk_241,Nush,2011
222,111.048,0.707565,1.3405202,116.328,232.656,2011_nk_241,Nush,2011
223,111.524,0.7072639,1.2953182,116.852,233.704,2011_nk_241,Nush,2011
224,112.048,0.7069918,1.2798462,117.376,234.752,2011_nk_241,Nush,2011
225,112.524,0.7069067,1.2374811,117.9,235.8,2011_nk_241,Nush,2011
226,113.048,0.7074711,1.1840227,118.424,236.848,2011_nk_241,Nush,2011
227,113.524,0.7079722,1.1637026,118.94800000000001,237.89600000000002,2011_nk_241,Nush,2011
228,114.048,0.7064231,1.1557559,119.47200000000001,238.94400000000002,2011_nk_241,Nush,2011
229,114.524,0.7078722,1.1268428,119.99600000000001,239.99200000000002,2011_nk_241,Nush,2011
230,115.048,0.7089799,1.0787679,120.52000000000001,241.04000000000002,2011_nk_241,Nush,2011
231,115.524,0.7073488,1.073812,121.04400000000001,242.08800000000002,2011_nk_241,Nush,2011
232,116.048,0.7057142,1.0527671,121.56800000000001,243.13600000000002,2011_nk_241,Nush,2011
233,116.524,0.7072755,1.0193176,122.09200000000001,244.18400000000003,2011_nk_241,Nush,2011
234,117.048,0.7076622,0.998697,122.616,245.232,2011_nk_241,Nush,2011
235,117.524,0.7077776,0.9947465,123.14,246.28,2011_nk_241,Nush,2011
236,118.048,0.70682179999999994,0.975597,123.664,247.328,2011_nk_241,Nush,2011
237,118.524,0.7068921,0.9564545,124.188,248.376,2011_nk_241,Nush,2011
238,119.048,0.7073353,0.9411861,124.712,249.424,2011_nk_241,Nush,2011
239,119.524,0.7065631,0.9382296,125.236,250.472,2011_nk_241,Nush,2011
240,120.048,0.7067714,0.9294557,125.76,251.52,2011_nk_241,Nush,2011
241,120.524,0.7060256,0.924163,126.284,252.568,2011_nk_241,Nush,2011
242,121.048,0.7058877,0.914664,126.808,253.616,2011_nk_241,Nush,2011
243,121.524,0.7052223,0.895576,127.33200000000001,254.66400000000002,2011_nk_241,Nush,2011
244,122.048,0.7069342,0.8789893,127.85600000000001,255.71200000000002,2011_nk_241,Nush,2011
245,122.524,0.7053355,0.8614535,128.38,256.76,2011_nk_241,Nush,2011
246,123.048,0.7064095,0.8597933,128.904,257.808,2011_nk_241,Nush,2011
247,123.524,0.7065056,0.8547458,129.428,258.856,2011_nk_241,Nush,2011
248,124.048,0.7068409,0.8428795,129.952,259.904,2011_nk_241,Nush,2011
249,124.524,0.7048188,0.8444398,130.476,260.952,2011_nk_241,Nush,2011
250,125.048,0.7065896,0.8303035,131,262,2011_nk_241,Nush,2011
251,125.524,0.7064255,0.8278861,131.524,263.048,2011_nk_241,Nush,2011
252,126.048,0.7058311,0.8279942,132.048,264.096,2011_nk_241,Nush,2011
253,126.524,0.705794,0.8136592,132.572,265.144,2011_nk_241,Nush,2011
254,127.048,0.7062297,0.8124637,133.096,266.192,2011_nk_241,Nush,2011
255,127.524,0.7048939,0.8163937,133.62,267.24,2011_nk_241,Nush,2011
