Cycle,time,Iso,Sr88,Time,Microns,Fish_id,Watershed,Year
1,0.524,0.7092767,2.4417453,0.524,1.048,2011_nk_237b,Nush,2011
2,1.048,0.7088099,2.4481686,1.048,2.096,2011_nk_237b,Nush,2011
3,1.524,0.709211,2.6201593,1.572,3.144,2011_nk_237b,Nush,2011
4,2.048,0.7093688,2.8852436,2.096,4.192,2011_nk_237b,Nush,2011
5,2.524,0.7091057,2.9033371,2.62,5.24,2011_nk_237b,Nush,2011
6,3.048,0.7089923,2.8272859,3.144,6.288,2011_nk_237b,Nush,2011
7,3.524,0.7092245,2.7284158,3.668,7.336,2011_nk_237b,Nush,2011
8,4.048,0.7084279,2.6514021,4.192,8.384,2011_nk_237b,Nush,2011
9,4.524,0.709597,2.6189637,4.716,9.432,2011_nk_237b,Nush,2011
10,5.048,0.7093706,2.5360283,5.24,10.48,2011_nk_237b,Nush,2011
11,5.524,0.708883,2.3800601,5.764,11.528,2011_nk_237b,Nush,2011
12,6.048,0.7091041,2.2405908,6.288,12.576,2011_nk_237b,Nush,2011
13,6.524,0.7086972,2.1376338,6.812,13.624,2011_nk_237b,Nush,2011
14,7.048,0.7090512,2.067455,7.336,14.672,2011_nk_237b,Nush,2011
15,7.524,0.7087667,2.0523708,7.86,15.72,2011_nk_237b,Nush,2011
16,8.048,0.7096754,2.034962,8.384,16.768,2011_nk_237b,Nush,2011
17,8.524,0.7090912,1.9528861,8.908000000000001,17.816000000000003,2011_nk_237b,Nush,2011
18,9.048,0.7088817,1.8989565,9.432000000000002,18.864000000000004,2011_nk_237b,Nush,2011
19,9.524,0.7084789,1.9206707,9.956,19.912,2011_nk_237b,Nush,2011
20,10.048,0.709636,1.9539114,10.48,20.96,2011_nk_237b,Nush,2011
21,10.524,0.7097469,1.9994181,11.004000000000001,22.008000000000003,2011_nk_237b,Nush,2011
22,11.048,0.7087369,2.0467349,11.528000000000002,23.056000000000004,2011_nk_237b,Nush,2011
23,11.524,0.7088426,2.0807742,12.052,24.104,2011_nk_237b,Nush,2011
24,12.048,0.7088739,2.1533267,12.576,25.152,2011_nk_237b,Nush,2011
25,12.524,0.7093574,2.2753479,13.100000000000001,26.200000000000003,2011_nk_237b,Nush,2011
26,13.048,0.7094256,2.3495043,13.624000000000002,27.248000000000005,2011_nk_237b,Nush,2011
27,13.524,0.7086322,2.385664,14.148,28.296,2011_nk_237b,Nush,2011
28,14.048,0.7087681,2.4725491,14.672,29.344,2011_nk_237b,Nush,2011
29,14.524,0.7089003,2.5944308,15.196000000000002,30.392000000000003,2011_nk_237b,Nush,2011
30,15.048,0.7098803,2.6157818,15.720000000000002,31.440000000000005,2011_nk_237b,Nush,2011
31,15.524,0.7091171,2.6456393,16.244,32.488,2011_nk_237b,Nush,2011
32,16.048,0.7091484,2.6642431,16.768,33.536,2011_nk_237b,Nush,2011
33,16.524,0.709095,2.7798355,17.292,34.584,2011_nk_237b,Nush,2011
34,17.048,0.708848,2.8804889,17.816000000000003,35.632000000000005,2011_nk_237b,Nush,2011
35,17.524,0.708915,2.9324934,18.340000000000003,36.68000000000001,2011_nk_237b,Nush,2011
36,18.048,0.7087389,2.975279,18.864,37.728,2011_nk_237b,Nush,2011
37,18.524,0.7092615,2.9426608,19.388,38.776,2011_nk_237b,Nush,2011
38,19.048,0.7083905,2.944799,19.912000000000003,39.824000000000005,2011_nk_237b,Nush,2011
39,19.524,0.7091348,3.02116,20.436,40.872,2011_nk_237b,Nush,2011
40,20.048,0.7094534,3.0940962,20.96,41.92,2011_nk_237b,Nush,2011
41,20.524,0.7089244,3.1365257,21.484,42.968,2011_nk_237b,Nush,2011
42,21.048,0.7088366,3.2081784,22.008000000000003,44.016000000000005,2011_nk_237b,Nush,2011
43,21.524,0.7096711,3.297393,22.532000000000004,45.06400000000001,2011_nk_237b,Nush,2011
44,22.048,0.7093092,3.3092627,23.056,46.112,2011_nk_237b,Nush,2011
45,22.524,0.7088268,3.3048608,23.580000000000002,47.160000000000004,2011_nk_237b,Nush,2011
46,23.048,0.7088718,3.2844905,24.104000000000003,48.208000000000006,2011_nk_237b,Nush,2011
47,23.524,0.7092359,3.2904314,24.628,49.256,2011_nk_237b,Nush,2011
48,24.048,0.7087632,3.3115269,25.152,50.304,2011_nk_237b,Nush,2011
49,24.524,0.7093061,3.373,25.676000000000002,51.352000000000004,2011_nk_237b,Nush,2011
50,25.048,0.7090374,3.3952031,26.200000000000003,52.400000000000006,2011_nk_237b,Nush,2011
51,25.524,0.7093406,3.4181385,26.724000000000004,53.44800000000001,2011_nk_237b,Nush,2011
52,26.048,0.7089964,3.4371956,27.248,54.496,2011_nk_237b,Nush,2011
53,26.524,0.709427,3.401018,27.772000000000002,55.544000000000004,2011_nk_237b,Nush,2011
54,27.048,0.7091485,3.3982823,28.296000000000003,56.592000000000006,2011_nk_237b,Nush,2011
55,27.524,0.7091268,3.3932003,28.82,57.64,2011_nk_237b,Nush,2011
56,28.048,0.7092775,3.3598035,29.344,58.688,2011_nk_237b,Nush,2011
57,28.524,0.7093651,3.4210039,29.868000000000002,59.736000000000004,2011_nk_237b,Nush,2011
58,29.048,0.7087146,3.4835101,30.392000000000003,60.784000000000006,2011_nk_237b,Nush,2011
59,29.524,0.7085549,3.4921131,30.916000000000004,61.83200000000001,2011_nk_237b,Nush,2011
60,30.048,0.7090324,3.4701032,31.44,62.88,2011_nk_237b,Nush,2011
61,30.524,0.7097471,3.4918361,31.964000000000002,63.928000000000004,2011_nk_237b,Nush,2011
62,31.048,0.7088018,3.3999147,32.488,64.976,2011_nk_237b,Nush,2011
63,31.524,0.7092416,3.401787,33.012,66.024,2011_nk_237b,Nush,2011
64,32.048,0.7092506,3.3655818,33.536,67.072,2011_nk_237b,Nush,2011
65,32.524,0.7091136,3.4275727,34.06,68.12,2011_nk_237b,Nush,2011
66,33.048,0.709078,3.3990525,34.584,69.168,2011_nk_237b,Nush,2011
67,33.524,0.7088241,3.3720765,35.108000000000004,70.21600000000001,2011_nk_237b,Nush,2011
68,34.048,0.709022,3.3673374,35.632000000000005,71.26400000000001,2011_nk_237b,Nush,2011
69,34.524,0.70891,3.3731284,36.156000000000006,72.31200000000001,2011_nk_237b,Nush,2011
70,35.048,0.7090663,3.4241706,36.68,73.36,2011_nk_237b,Nush,2011
71,35.524,0.7093675,3.4697642,37.204,74.408,2011_nk_237b,Nush,2011
72,36.048,0.7091209,3.4913378,37.728,75.456,2011_nk_237b,Nush,2011
73,36.524,0.7090194,3.5606556,38.252,76.504,2011_nk_237b,Nush,2011
74,37.048,0.708708,3.6301511,38.776,77.552,2011_nk_237b,Nush,2011
75,37.524,0.7090152,3.6714761,39.300000000000004,78.60000000000001,2011_nk_237b,Nush,2011
76,38.048,0.7091602,3.6428389,39.824000000000005,79.64800000000001,2011_nk_237b,Nush,2011
